,entity_type,n_document,n_sentence,n_token,n_MISC,n_ALL,F1_mean,F1_std
83,Palimpsest106407514,2,153,5042,210,210,0.8113999999999999,0.09148558356375062
84,Principal110474645,6,559,14197,564,564,0.53404,0.10339606568917407
85,Franchise108060193,2,180,4558,183,183,0.22256,0.11165651973798933
86,Archivist109806944,7,668,17941,689,689,0.58712,0.03493189946166683
87,DirectAction101168369,14,1381,40112,1515,1515,0.5461600000000001,0.09501211712197553
88,Moss111537506,2,149,2330,189,189,0.5684400000000001,0.044595138748522806
89,Indicator114917208,3,250,5792,318,318,0.6099,0.12298159211849553
90,Moor109358751,5,431,11148,490,490,0.7329600000000001,0.1313412440933921
91,ArmoredDinosaur101701551,4,302,7641,482,482,0.82868,0.03260671096568926
92,Ethicist110065066,25,2402,73360,2631,2631,0.7256600000000001,0.09192822417516829
93,Pet101318894,5,450,10962,482,482,0.26526,0.0851228429976349
94,Dictator110012244,14,1361,42175,1459,1459,0.6302800000000001,0.1874892146231351
95,Sweater104370048,6,510,12919,626,626,0.60312,0.08495479739249573
96,Woodpecker101838598,7,656,9794,820,820,0.9138399999999999,0.030549409159589327
97,Grammar106174404,11,1088,33227,1112,1112,0.8680199999999999,0.14055920318499246
98,Production100913705,7,621,17265,739,739,0.39262,0.13210585755370574
99,Algebra106012726,13,1275,30459,1678,1678,0.69184,0.049568562617852856
100,Myth106372680,18,1730,50778,1850,1850,0.5449400000000001,0.24875505703402295
101,ChamberOfCommerce108319061,4,311,8554,326,326,0.69858,0.09675051214334736
102,NationalFlag106882009,15,1494,35613,1895,1895,0.8153,0.03593789086743961
103,Keeper110229498,8,766,19588,818,818,0.3368,0.08968995484445288
104,WoodRat102338901,3,267,4699,293,293,0.78894,0.06484731605856943
105,OrganicProcess113526110,14,1343,29850,1518,1518,0.5963,0.05610119428318794
106,Polysaccharide114994004,5,402,10611,497,497,0.6184,0.08861695097440443
107,Spokesperson110638385,13,1222,36185,1266,1266,0.534,0.21806776011139292
108,CollectiveFarm108056747,5,477,7106,570,570,0.7311,0.023594406116704845
109,Explosive103304730,19,1864,52449,2238,2238,0.61432,0.09055907243341221
110,Woodworker110790192,29,2815,81767,2960,2960,0.6558200000000001,0.17629168329787995
111,CupFinal107467027,7,638,17894,1100,1100,0.84838,0.04810427839600133
112,Typhoon111521145,5,463,8776,568,568,0.9099600000000001,0.024556107183346478
113,Interpretation107170753,43,4232,125287,5753,5753,0.79762,0.04343129747083316
114,PhysicalTherapist110427764,2,180,3703,187,187,0.5410799999999999,0.06609585160961313
115,PiciformBird101838038,8,763,11376,968,968,0.92194,0.015523478991514765
116,Operetta107027090,7,667,22499,838,838,0.8068199999999999,0.05321636590373303
117,Curse107125096,7,603,19130,643,643,0.6260399999999999,0.14349034253217183
118,RockOpera106592281,10,902,27233,970,970,0.6295,0.145669845884452
119,Dragonfly102268443,5,413,7538,633,633,0.8375,0.050967048178210184
120,ComicOpera107026646,14,1325,48482,2184,2184,0.87726,0.028664444875141068
121,Session107145508,3,288,7125,340,340,0.7653399999999999,0.04531686661718793
122,Cipher106254239,7,693,18869,1318,1318,0.80026,0.03424538509054905
123,Epidemiologist110061882,4,391,9145,409,409,0.5938199999999999,0.06396434631886735
124,BabyDoctor109828760,8,754,21343,777,777,0.54542,0.0356015392925643
125,LogicalFallacy105894143,6,546,13783,653,653,0.60564,0.07312962737495655
126,Minority107966570,15,1488,42074,1588,1588,0.51292,0.04150129636529442
127,SportUtility104285965,16,1547,33380,2211,2211,0.7781999999999999,0.02755822926096669
128,Stimulant104320126,5,425,10335,580,580,0.77282,0.050257393485934
129,Performance100550771,2,200,5411,257,257,0.57568,0.11969373250091249
130,Paramilitary108207209,48,4769,147796,5323,5323,0.6671799999999999,0.02958258947421607
131,Orphan110384392,17,1621,50112,1798,1798,0.5415,0.059097140370748896
132,Bomber102867715,30,2938,79335,3632,3632,0.85922,0.010875734457957318
133,ComputerSystem103085915,15,1415,37793,1508,1508,0.4662,0.14089012740430037
134,ChamberOrchestra108248411,6,526,18051,634,634,0.73262,0.09390921999463099
135,Veterinarian110749715,7,617,14771,633,633,0.54412,0.046292435667179985
136,Ethologist110065911,14,1310,38595,1403,1403,0.76594,0.07026682289672703
137,Hurdle103549589,2,126,2574,159,159,0.8442399999999999,0.05519944202616546
138,Target107262108,5,436,10227,471,471,0.68672,0.1369143440257448
139,Machinery103701640,5,403,7603,454,454,0.5804,0.12060641773968747
140,AcademicDegree106697331,155,15426,418622,22568,22568,0.8808199999999999,0.035821859248230004
141,Workstation104603399,4,331,8240,381,381,0.57064,0.14795969180827595
142,Developer110010062,6,524,15116,584,584,0.6174000000000001,0.09756103730485852
143,Yeshiva108278032,6,526,14773,636,636,0.6199600000000001,0.08717432190731395
144,Burg108671168,13,1275,29805,1384,1384,0.68896,0.03394375347541872
145,CoccidInsect102248368,2,161,3411,248,248,0.7531800000000001,0.057220499823052946
146,Dock103217191,4,373,9604,460,460,0.79988,0.06174714244400302
147,Postmaster110459575,15,1476,40587,1507,1507,0.73806,0.16287165008066934
148,Nunnery103835853,3,243,6370,259,259,0.69614,0.10596940313128125
149,SexualAssault100774107,8,740,22562,773,773,0.59344,0.10820235856948775
150,Version107173585,43,4232,125287,5753,5753,0.79762,0.04343129747083316
151,Identity104618070,4,379,11055,425,425,0.54948,0.12189926004697484
152,Biplane102842573,18,1776,37193,2075,2075,0.8134399999999999,0.020966125059247373
153,Gecko101674990,4,320,7641,611,611,0.7728200000000001,0.08536962926005948
154,Extension115272382,4,331,8914,368,368,0.40122,0.0782206980280795
155,Seismologist110576513,3,213,5596,227,227,0.70196,0.08176267118924135
156,Pteridologist110490330,21,2027,40677,2149,2149,0.77124,0.12296837967542713
157,Confusion105683582,28,2766,83420,3166,3166,0.58632,0.09054526823639103
158,Battlefield108506641,10,957,25816,988,988,0.7432999999999998,0.2295259462457349
159,System105902872,45,4478,130802,5493,5493,0.63628,0.1405655633503455
160,Solution114589223,7,693,18013,756,756,0.41590000000000005,0.14167073092209273
161,Jewel103596787,5,440,13740,469,469,0.64792,0.24412226772664555
162,Practice105667196,17,1678,49164,1701,1701,0.11699999999999999,0.09454770224600913
163,HotSpot108586330,46,4547,141664,4782,4782,0.83728,0.06921937301074028
164,CopperMine103104147,5,497,12334,524,524,0.59196,0.07685546434704561
165,OrthopterousInsect102226183,2,190,4175,260,260,0.6097999999999999,0.14060978628815282
166,Analyst109791530,5,428,12071,536,536,0.7588000000000001,0.06990799668135256
167,AquaticMammal102062017,26,2574,59370,4283,4283,0.87196,0.02132375201506525
168,Antioxidant114724645,6,586,15378,692,692,0.57536,0.1755604807466646
169,Suffragan110672540,3,268,7703,323,323,0.82114,0.03162483833950775
170,TravelAgency108355692,2,170,4171,194,194,0.40846,0.06624024758407837
171,Cabalist109885534,15,1500,46750,1662,1662,0.7933600000000001,0.13288058699448918
172,BloodDyscrasia114053850,11,1001,24058,1212,1212,0.72102,0.10669233149575463
173,Sabotage101244895,3,274,6681,305,305,0.67458,0.0836124727537704
174,Vaccine104517535,4,341,8277,431,431,0.6140399999999999,0.1350426391922196
175,Shark101482330,3,256,5992,290,290,0.5204,0.03577675222822776
176,Tiger110710632,5,481,11783,511,511,0.31978,0.057914744236679486
177,FloorCover103366823,2,195,4840,248,248,0.6309,0.08038892958610658
178,Astrophysicist109819291,7,625,15892,645,645,0.48225999999999997,0.25560249294558923
179,Rancher110506417,19,1867,51800,1898,1898,0.68186,0.27230549461955406
180,Transmission100121366,11,1024,28287,1199,1199,0.6039,0.07945735963395716
181,MiddleAge115153472,69,6883,207328,7547,7547,0.6341000000000001,0.09460860425986636
182,Extent105123416,4,330,9172,408,408,0.4259799999999999,0.17455058178075486
183,Exhibition108407619,18,1727,51912,1944,1944,0.69352,0.09005432582613675
184,Hut103550153,3,269,6537,437,437,0.76144,0.06796936368688472
185,Rug104118021,2,195,4840,248,248,0.6309,0.08038892958610658
186,JobAction101242164,7,604,17371,612,612,0.6059599999999999,0.10727716625638467
187,SupportingStructure104361095,29,2821,74638,3078,3078,0.6760200000000001,0.22360286581347746
188,Indicator107262579,5,436,10227,471,471,0.68672,0.1369143440257448
189,ChemicalProperty105009758,24,2390,63866,2747,2747,0.65784,0.09752397858988321
190,Eye105311054,28,2741,72470,3159,3159,0.58266,0.08073716863997649
191,Clique108240633,34,3392,103842,3815,3815,0.6721,0.07370134327134073
192,PersonalDigitalAssistant103918737,7,625,16388,772,772,0.6500999999999999,0.1653834937350158
193,ElectricMotor103273061,10,901,24974,1009,1009,0.60984,0.08229650296337021
194,Honor114436875,75,7495,242989,13256,13256,0.8535999999999999,0.027275116865010853
195,Doge110023264,4,377,7604,427,427,0.8540800000000001,0.049542644257245715
196,EquestrianSport100450700,13,1207,28444,1422,1422,0.6726599999999999,0.08722239620647898
197,Request107185325,9,830,25079,891,891,0.5989599999999999,0.10406841211433945
198,ReligiousSchool108284054,4,317,7513,350,350,0.7057,0.12424363162754058
199,Guitar103467517,42,4134,90318,5179,5179,0.77046,0.12231339419703796
200,RailroadTunnel104048441,3,244,6968,262,262,0.65886,0.06861086211380821
201,Crab101976957,4,382,7546,473,473,0.6386799999999999,0.07869275443139606
202,Color104956594,30,2999,82253,3945,3945,0.69458,0.022695321103698894
203,BlackHole109223177,4,360,9545,402,402,0.5031399999999999,0.12275760831818124
204,Picture103931044,22,2159,67158,2233,2233,0.52588,0.0969138050021771
205,Cabinetmaker109885866,3,266,6807,317,317,0.69638,0.042566108584177614
206,Ligament105295381,7,641,16865,791,791,0.82394,0.111000731529121
207,Balcony102777734,9,887,25951,915,915,0.5699799999999999,0.1214501939068028
208,Internee110212074,6,516,12091,598,598,0.7630199999999999,0.06700001194029746
209,Pie107625493,5,450,9764,491,491,0.45630000000000004,0.07368011943529952
210,User110741590,76,7538,214183,7975,7975,0.6603399999999999,0.09155749232039945
211,Visionary110756641,32,3195,99996,3532,3532,0.5657400000000001,0.20933941434904227
212,Cosmologist109819667,24,2394,71550,2646,2646,0.8333999999999999,0.07090548638857222
213,Ingredient103570709,12,1159,34049,1250,1250,0.39425999999999994,0.09738473391656415
214,Drive104835724,6,529,15919,658,658,0.73956,0.03894316884897784
215,Sedative104166553,6,594,11527,784,784,0.7112999999999999,0.045424530817609984
216,Tube104494204,9,822,21685,954,954,0.47000000000000003,0.061933964833522495
217,MalignantTumor114239425,5,433,10513,499,499,0.56558,0.18588785221202594
218,Blockage102853449,5,421,11022,447,447,0.54832,0.1105528543276925
219,Semanticist110577820,9,851,25206,985,985,0.75548,0.10902253711962495
220,PlantFamily111744583,8,762,16582,882,882,0.75656,0.08810551855587707
221,Drive103242713,7,617,18496,793,793,0.8111,0.04034040158451574
222,Squirrel102355227,6,596,14932,925,925,0.8977,0.019935997592295206
223,Peerage108388636,20,1967,62542,2452,2452,0.8300000000000001,0.06798023242090304
224,Distributor110018861,18,1748,48103,1806,1806,0.24064000000000005,0.07519842019617166
225,Rig104091097,9,865,24114,1093,1093,0.59624,0.09819331138117303
226,Spot104286128,42,4138,97426,4593,4593,0.8374400000000002,0.13016508902159596
227,Salamander101629276,3,257,5808,356,356,0.75936,0.04643363436131183
228,Orator110380672,43,4212,138288,4633,4633,0.7168,0.08949160854515914
229,Parachutist110397482,9,821,26157,840,840,0.74168,0.2590826308342572
230,Sea109426788,98,9757,303021,12048,12048,0.93904,0.005468674428049249
231,Atmosphere114524849,12,1108,27695,1398,1398,0.66984,0.04285746609401916
232,Visitor110757193,39,3882,115819,5368,5368,0.92964,0.03970897127854108
233,Convict109962966,3,276,8558,304,304,0.71192,0.0738201977781149
234,Accordionist109761310,20,1988,52444,2087,2087,0.4842000000000001,0.11834520691603864
235,Lama110243664,13,1242,34447,1752,1752,0.7516999999999999,0.03767126225652653
236,Program105899087,13,1245,35849,1442,1442,0.66768,0.1584172894604626
237,Spring115237044,2,167,4125,184,184,0.36176,0.07042694370764646
238,Autobiography106516087,5,426,12099,429,429,0.39084,0.14373351175004387
239,DerivedFunction106014730,3,248,5833,267,267,0.53108,0.13113813175426892
240,TreasureTrove113371355,2,189,4756,198,198,0.5727,0.10858754993091978
241,Cleric109928136,18,1702,46070,1900,1900,0.67072,0.10754655550039713
242,Effect105917477,17,1689,49666,1855,1855,0.55998,0.13884106597113116
243,Transducer104470953,9,868,22833,970,970,0.42544000000000004,0.11700679638379988
244,SocialAnthropologist110618465,9,804,23836,894,894,0.73274,0.06543749995224453
245,Concoction107882497,6,565,11496,655,655,0.48026,0.0743950159620925
246,Knife103623556,5,401,10474,444,444,0.38068,0.07708806392691414
247,Wing102151625,11,1085,24294,1175,1175,0.76264,0.030148538936406205
248,Compositor109949946,15,1441,41375,1622,1622,0.78496,0.07860897149816932
249,Pastry107622708,5,450,9764,491,491,0.45630000000000004,0.07368011943529952
250,Shore109433442,26,2511,76889,2682,2682,0.7149800000000001,0.10149150506323176
251,Mare102377480,7,677,17396,830,830,0.7611600000000001,0.04483046285730274
252,Poison115032376,6,556,14094,603,603,0.42666000000000004,0.114553456517034
253,Microscope103760671,6,589,14851,698,698,0.6645800000000001,0.06473547404630631
254,Model103777283,3,284,7565,302,302,0.26372,0.07534375621111546
255,Supercomputer104358117,9,839,21326,1050,1050,0.6026,0.14570346598485567
256,Aldehyde114584765,4,333,6968,385,385,0.67438,0.10297843269345286
257,Bumblebee102209624,1,98,2524,158,158,0.7112399999999999,0.07628416873768765
258,WaterSport100441824,25,2457,57405,2684,2684,0.68916,0.2572720552255919
259,Imidazole114916670,3,246,5171,274,274,0.57588,0.09269514334634799
260,Blacksmith109859152,3,295,7565,298,298,0.21186,0.06381440589710131
261,Manual106421685,6,513,14957,576,576,0.53142,0.06780968662366757
262,RotaryEngine104110654,7,636,16329,666,666,0.65042,0.20646269784152294
263,Decoder109995398,22,2193,64871,2469,2469,0.7321,0.1353447893344993
264,Expedition100968479,25,2458,74107,2728,2728,0.73506,0.07922135065750897
265,AngiospermousTree113109733,7,644,18609,801,801,0.6882199999999999,0.12491974063373652
266,Sloop104242408,4,373,11604,391,391,0.8272400000000001,0.07059262284403378
267,Officer110371741,12,1102,34718,1305,1305,0.6226200000000001,0.075703511147106
268,Bicycle102834778,5,488,12398,540,540,0.34286,0.16892100639056115
269,DaySchool108411585,8,709,17374,787,787,0.71892,0.17112197287315267
270,Brain105481095,14,1362,33387,2191,2191,0.78132,0.016805879923407766
271,Cheerleader109913593,7,611,14907,660,660,0.41129999999999994,0.1738822590145412
272,Pachyderm102453108,5,412,10667,476,476,0.57672,0.10007340106142092
273,Sulfide115063699,3,259,5632,281,281,0.6864,0.10076848713759674
274,Fastener103323703,9,838,19446,913,913,0.5792,0.08470704811289319
275,WadingBird102000954,20,1976,27695,2365,2365,0.8160000000000001,0.1959155226111499
276,MixedDrink107911371,6,540,11452,702,702,0.62878,0.014362088984545393
277,Connection113791389,4,346,8430,395,395,0.63832,0.11771591905940336
278,DefensiveStructure103171356,26,2554,69890,2746,2746,0.62068,0.07957611199348709
279,Speechwriter110631654,4,386,12579,416,416,0.65666,0.05531985538665119
280,Hotelier110187990,15,1494,42712,1530,1530,0.71162,0.216049979402915
281,AreaCode106354626,5,457,11230,630,630,0.8243599999999999,0.03472253446970715
282,Maneuver100168237,8,772,20986,900,900,0.49173999999999995,0.06952506310676747
283,Creation100908492,6,535,14649,552,552,0.40324,0.2651437693026182
284,Prospector110485298,3,286,6730,315,315,0.7130400000000001,0.08406448953035996
285,EdgeTool103265032,5,434,11533,477,477,0.38668,0.06003197148186957
286,TankDestroyer104389718,6,517,13533,655,655,0.6298199999999999,0.06311273722474729
287,Paradigm113804375,30,2950,81565,3420,3420,0.60504,0.11972402599311467
288,Lack114449405,11,1088,28051,1233,1233,0.6167800000000001,0.04851929100883484
289,Spirit114526182,9,835,19919,1120,1120,0.69452,0.0799046281513155
290,Analysand109790188,29,2812,91061,3140,3140,0.82344,0.12547357650119012
291,TradingCard104465795,2,125,2933,144,144,0.48514,0.14955537569743188
292,DoubleAgent110027476,6,517,15636,599,599,0.4819,0.17178148910752872
293,Succession101010458,6,543,12575,916,916,0.8827400000000001,0.0112695341518627
294,Triangle113879320,5,481,11844,550,550,0.6061799999999999,0.07491639072993304
295,Antenna102715229,6,589,18047,694,694,0.60852,0.07362867376233256
296,MusicalNotation106814870,27,2673,73104,3873,3873,0.7056600000000001,0.07720441956261315
297,UnpleasantWoman110739636,6,533,9481,610,610,0.88444,0.02897879224536457
298,NurseryRhyme107222728,4,395,9940,610,610,0.8264400000000001,0.05160413161753621
299,Reasoning105772356,7,687,20071,784,784,0.5826800000000001,0.088781561148698
300,Detective110009484,10,993,30902,1094,1094,0.45671999999999996,0.32639092144237103
301,LightMachineGun103667552,6,542,14093,682,682,0.7172000000000001,0.06085793292579037
302,Bowl102881193,24,2308,68124,3305,3305,0.8826,0.030505343794161706
303,Psychic110488309,16,1571,48245,1679,1679,0.5137400000000001,0.21058506689696685
304,Volition105652593,4,318,9178,360,360,0.39594,0.16808282006201583
305,BridgePlayer109875353,16,1525,43543,1700,1700,0.77806,0.1192352062102465
306,AnimalProduct114700745,6,521,14112,561,561,0.3938,0.21043875118428165
307,Forecaster110102506,33,3299,112153,3903,3903,0.7424799999999999,0.06855334856883362
308,RadialEngine104040373,7,606,15261,683,683,0.7404,0.05581433507621495
309,Smell105713737,13,1225,32967,1296,1296,0.82294,0.14053464483891506
310,Landslide107474185,5,435,11982,450,450,0.69056,0.11210039429011834
311,CognitiveScientist109934647,21,2017,58430,2432,2432,0.8278800000000001,0.03636533514213776
312,Conductor114821043,8,742,18991,917,917,0.5216999999999999,0.06016749953255497
313,Homeopath110182402,2,144,3694,150,150,0.46556,0.11313020109590544
314,NaturalLanguage106904171,42,4110,121432,4751,4751,0.80704,0.045492487291859535
315,Acquisition113253255,28,2727,72805,2896,2896,0.58076,0.07148878513445307
316,Conquistador109956780,13,1206,41169,1584,1584,0.85578,0.03698142236312714
317,Manuscript106407221,2,153,5042,210,210,0.8113999999999999,0.09148558356375062
318,Beer107886849,3,230,5739,274,274,0.5607,0.12600274600182326
319,Control100803617,8,782,19854,891,891,0.54118,0.08700938799922683
320,Minivan103770679,7,672,13787,994,994,0.7433399999999999,0.049040334419740685
321,Acme113940456,4,339,9641,381,381,0.6797,0.09449027463183711
322,Liabilities113396054,26,2565,78989,2787,2787,0.4149000000000001,0.14163413430384642
323,Regatta107468456,6,506,13033,639,639,0.80102,0.07964233547554966
324,Volunteer110759151,10,993,28526,1039,1039,0.3878400000000001,0.15632684478361353
325,Steroid115057744,10,939,25516,1452,1452,0.7829599999999999,0.04055808673988458
326,Gazette106267655,4,400,10898,430,430,0.5771599999999999,0.21009456537473786
327,Wealth113353280,6,517,12026,554,554,0.46506,0.056697252138000476
328,Sensation105712076,13,1225,32967,1296,1296,0.82294,0.14053464483891506
329,Liquor107901587,7,630,15225,753,753,0.50746,0.08115670274228741
330,TennisCoach110701096,20,1971,37296,2388,2388,0.8781599999999999,0.03119606385427494
331,Grant113266892,5,473,14666,491,491,0.22572,0.12560142355881163
332,Film103338821,5,446,9966,470,470,0.5841999999999999,0.15714146492889774
333,GasolineEngine103424630,5,494,13537,543,543,0.59578,0.1072653793169073
334,BusRoute108517554,2,165,3316,175,175,0.40985999999999995,0.17001150078744673
335,AbsorptionIndicator114598383,3,250,5792,318,318,0.6099,0.12298159211849553
336,Shrub113112664,6,538,18274,672,672,0.5153399999999999,0.09259025002666318
337,Column103074380,3,259,6394,271,271,0.56626,0.16578495227251477
338,Plug103967942,5,421,11022,447,447,0.54832,0.1105528543276925
339,Good104849241,103,10214,297254,14344,14344,0.8129799999999999,0.052721547776976366
340,Trickery100752954,15,1476,43489,1541,1541,0.3837,0.14945012545996741
341,Immigrant110199489,13,1239,34343,1260,1260,0.39762,0.19405132723070975
342,Battleship102812201,10,966,28084,1148,1148,0.77038,0.06693607099314984
343,Diagram103186399,10,970,23801,1076,1076,0.7373200000000001,0.07522248068230668
344,StraightLine113869991,5,494,16307,646,646,0.5489200000000001,0.1381249926696831
345,Relay100318567,5,422,10636,449,449,0.81258,0.12982287009614293
346,ConcentrationCamp103086183,38,3783,109786,4839,4839,0.74512,0.07288438515896255
347,Heir110168584,21,2005,60833,2101,2101,0.75834,0.14841068155628154
348,Crisis113933560,36,3567,107358,3863,3863,0.7731399999999999,0.1288847640336126
349,Cookie107635155,3,223,4449,237,237,0.24503999999999998,0.0619683338488296
350,Model105937112,10,962,29099,1008,1008,0.42184,0.14045022748290584
351,Virus106585816,6,523,14053,621,621,0.69184,0.09357323548964201
352,Prime113594005,8,779,23097,2191,2191,0.8868600000000001,0.042433411364159755
353,Flagellate101416585,2,176,4207,221,221,0.5145799999999999,0.1361016590640981
354,Extension106335162,32,3141,84313,5114,5114,0.8317200000000001,0.02016962072028129
355,Provost110486468,10,920,21735,943,943,0.57904,0.029709163569511685
356,Fisherman110093658,9,852,25983,866,866,0.57618,0.1968292498588561
357,Monomer114682963,4,366,8758,422,422,0.56168,0.08144655671052028
358,Storyline106373645,9,826,27374,907,907,0.7001799999999999,0.08694102368847517
359,Revolution107424109,112,11192,343768,11810,11810,0.75588,0.014412966384474797
360,BowedStringedInstrument102880546,4,374,9857,399,399,0.5555,0.2183274238386007
361,Covering109257949,10,971,25343,1055,1055,0.5736,0.20793771182736429
362,EdibleFruit107705931,14,1354,41436,1999,1999,0.7622599999999999,0.058265790992657086
363,Movement107309781,27,2650,72268,3054,3054,0.5427,0.046235397694839815
364,Bartender109841188,6,596,17814,603,603,0.24312,0.05850963681309259
365,Opening100457890,6,543,12575,916,916,0.8827400000000001,0.0112695341518627
366,ComprehensiveSchool108413248,4,394,8362,422,422,0.7100799999999999,0.025958921395158176
367,Feat100036762,15,1482,38793,1769,1769,0.55896,0.06660647415979921
368,IndustrialProcess113497928,11,1043,25990,1111,1111,0.3291799999999999,0.07871491345355085
369,AnimalMaterial114755804,12,1151,31077,1229,1229,0.47592,0.24529119348235884
370,DestroyerEscort103180732,1,100,2099,116,116,0.80776,0.07636445770121071
371,Quartermaster110498986,4,386,11272,400,400,0.41136,0.17371947041135027
372,Inquisitor110208287,9,858,24920,890,890,0.5945,0.16629647019705499
373,RealNumber113729902,6,569,14738,613,613,0.5511600000000001,0.11189649860473741
374,Note106763273,7,627,18168,636,636,0.47278000000000003,0.2651141142979755
375,WorldPremiere106894371,40,3934,173965,8158,8158,0.9421199999999998,0.012582591148090285
376,Passage100318035,5,422,10636,449,449,0.81258,0.12982287009614293
377,Alkaloid114712692,10,911,19131,1182,1182,0.7430000000000001,0.04678221884434299
378,Sighting100880269,2,177,5037,191,191,0.48762000000000005,0.20202852669858284
379,LegalSystem105903229,45,4478,130802,5493,5493,0.63628,0.1405655633503455
380,Dress103236735,3,287,6481,298,298,0.27548000000000006,0.03376337660839034
381,Conduction111512818,4,387,11101,394,394,0.42092,0.221016346906739
382,Synthesist110687231,19,1899,49272,3212,3212,0.8126200000000001,0.042160237190983635
383,LegalCode106667792,13,1206,37218,1293,1293,0.5678,0.14674678872125277
384,KeyboardInstrument103614532,24,2390,55202,2917,2917,0.70686,0.13896869575555496
385,Leporid102323902,5,414,11442,469,469,0.5927800000000001,0.23479847018240982
386,Keyboard103614007,7,601,12887,655,655,0.61932,0.17749963830949061
387,Bull106726761,3,235,7778,247,247,0.59826,0.1371544326662467
388,Humaneness104828925,14,1388,38426,1432,1432,0.5677,0.09998817930135542
389,Key103613294,11,1058,28828,1468,1468,0.74782,0.05556187181872117
390,Midwife110314836,3,203,4912,212,212,0.5104599999999999,0.07475262135871893
391,Vigilante110753339,10,993,28526,1039,1039,0.3878400000000001,0.15632684478361353
392,Table104379243,85,8457,243967,16068,16068,0.91928,0.02523722647201946
393,Feeling100026192,28,2705,77196,2986,2986,0.54498,0.07504277180381866
394,Medium110306279,14,1314,41569,1370,1370,0.5935,0.22346117336127994
395,Prayer101041968,9,853,26646,1072,1072,0.69468,0.07786021834030524
396,PoliceDepartment108121542,24,2389,63649,2616,2616,0.74098,0.0865104016867336
397,Vodka107906111,3,255,5741,286,286,0.48452,0.09285268762938417
398,Investigator110215623,12,1146,34996,1251,1251,0.4506,0.26887259436394784
399,Stairway104298308,8,703,18161,812,812,0.64646,0.19652283938514628
400,Bryozoan102313709,3,211,3506,289,289,0.81196,0.07537799678951412
401,Diol114835980,8,778,18155,938,938,0.6558400000000001,0.05622200992493954
402,SteroidHormone114745635,11,1091,27573,1839,1839,0.8012600000000001,0.06329159817858922
403,Pier103933529,4,309,7704,356,356,0.68308,0.043768271613121766
404,Mammalogist110286989,9,865,18935,889,889,0.75892,0.21452264589082432
405,Vivarium104539203,7,671,17769,809,809,0.68912,0.06869379593529537
406,Follower110099375,49,4856,141915,5933,5933,0.7103,0.1404381999315001
407,Supermarket104358707,10,921,25605,1049,1049,0.79346,0.03674542692635373
408,Century115205532,8,738,16574,837,837,0.90778,0.03818897223021325
409,Quarter108627919,16,1510,40645,2507,2507,0.86586,0.02667010311191163
410,ReligiousHoliday115183802,30,2932,84813,3653,3653,0.76086,0.017714694465330187
411,Indie108249854,10,955,28750,975,975,0.6666000000000001,0.18182679670499613
412,Resource113331778,13,1231,32937,1263,1263,0.49470000000000003,0.24496589966768845
413,Pyrimidine114999913,5,421,8945,561,561,0.6691800000000001,0.07500489050721958
414,Share113285176,5,482,13517,628,628,0.853,0.08534956356068846
415,Enterprise104836074,6,529,15919,658,658,0.73956,0.03894316884897784
416,Parade108428485,12,1189,34796,1409,1409,0.60246,0.09798531726743552
417,Formulation114873641,7,697,17911,835,835,0.5421199999999999,0.06385259274297324
418,GrandDuchess110141930,10,976,29387,1068,1068,0.7393,0.059318900866418604
419,Plot106373314,9,826,27374,907,907,0.7001799999999999,0.08694102368847517
420,Emir110052497,12,1149,31832,1242,1242,0.69948,0.052255273418096285
421,TributeAlbum106592421,8,788,20175,822,822,0.65676,0.11615659430269122
422,Circus108189211,4,326,8448,367,367,0.69194,0.15534045963624546
423,ArtExhibition108407839,17,1650,49586,1867,1867,0.6916,0.10265538466149741
424,Vicar110750031,6,570,15894,601,601,0.5273,0.1265017312134502
425,MaleSibling110286084,36,3538,104776,4010,4010,0.74342,0.08470309085269558
426,Body109224911,17,1696,45155,2078,2078,0.6232200000000001,0.11164875995728746
427,Fad105751173,11,1034,30048,1066,1066,0.24969999999999998,0.185934472328291
428,Laptop103642806,9,855,22797,992,992,0.70968,0.132093896906708
429,ScienceTeacher110560548,4,373,9186,386,386,0.4509,0.08407808275644732
430,Dyscrasia114053717,11,1001,24058,1212,1212,0.72102,0.10669233149575463
431,Band108249038,5,433,11439,491,491,0.47562,0.12728592066682
432,Alto109786115,9,828,23215,884,884,0.34528,0.1560436656836797
433,AutosomalDominantDisease114162025,4,367,8267,396,396,0.63646,0.15266940230445653
434,Publicist110490699,7,634,17685,684,684,0.45278,0.05957954011235738
435,LargeIndefiniteQuantity113757724,5,409,9318,454,454,0.6053200000000001,0.11790920913991407
436,Railing104047401,11,1093,25289,1301,1301,0.72726,0.0732743229242004
437,Sonnet106381372,3,269,27374,12060,12060,0.9945,0.005423651906234401
438,Dune109270735,3,277,6526,296,296,0.52062,0.20127465215471121
439,Seabird102021795,21,2028,33078,2469,2469,0.88774,0.035638327682426404
440,Lab103629986,26,2521,69267,2695,2695,0.7276200000000002,0.18146494317085052
441,Outstation108613985,7,664,20213,862,862,0.87148,0.03819619876375132
442,Exchange103302487,10,905,25354,965,965,0.6228800000000001,0.18839317822044407
443,DomesticAnimal101317541,21,2095,53713,2281,2281,0.34716,0.06461992262452812
444,Zither104615226,8,757,17309,908,908,0.7911199999999999,0.1303385039042569
445,Playmate110441037,19,1852,51272,2019,2019,0.7661800000000001,0.17487821362308112
446,Sage110546202,6,550,14138,766,766,0.70396,0.04157656070431993
