,entity_type,n_document,n_sentence,n_token,n_entity,F1_mean,F1_std,FN_mean,FP_mean,TP_mean,P_mean,R_mean
294,Triangle113879320,5,481,11844,550,0.6061799999999999,0.07491639072993304,56.8,11.6,53.2,0.8203000000000001,0.48458000000000007
295,Antenna102715229,6,589,18047,694,0.60852,0.07362867376233256,71.8,13.4,67.0,0.8397,0.48260000000000003
296,MusicalNotation106814870,27,2673,73104,3873,0.7056600000000001,0.07720441956261315,295.0,87.0,479.8,0.84214,0.61288
297,UnpleasantWoman110739636,6,533,9481,610,0.88444,0.02897879224536457,18.2,8.8,103.8,0.92118,0.8508800000000001
298,NurseryRhyme107222728,4,395,9940,610,0.8264400000000001,0.05160413161753621,29.0,7.6,93.0,0.9239,0.7516999999999999
299,Reasoning105772356,7,687,20071,784,0.5826800000000001,0.088781561148698,81.0,26.6,75.8,0.7375999999999999,0.48494000000000004
300,Detective110009484,10,993,30902,1094,0.45671999999999996,0.32639092144237103,133.0,12.6,85.8,0.79532,0.38568
301,LightMachineGun103667552,6,542,14093,682,0.7172000000000001,0.06085793292579037,51.8,14.6,84.6,0.8572599999999999,0.6227400000000001
302,Bowl102881193,24,2308,68124,3305,0.8826,0.030505343794161706,98.6,47.4,562.4,0.92082,0.84824
303,Psychic110488309,16,1571,48245,1679,0.5137400000000001,0.21058506689696685,200.0,22.8,135.8,0.85086,0.40571999999999997
304,Volition105652593,4,318,9178,360,0.39594,0.16808282006201583,49.4,17.8,22.6,0.54354,0.31606
305,BridgePlayer109875353,16,1525,43543,1700,0.77806,0.1192352062102465,107.4,18.8,232.6,0.9260200000000001,0.693
306,AnimalProduct114700745,6,521,14112,561,0.3938,0.21043875118428165,79.2,11.4,33.0,0.65432,0.29552000000000006
307,Forecaster110102506,33,3299,112153,3903,0.7424799999999999,0.06855334856883362,288.4,44.2,492.4,0.91684,0.62902
308,RadialEngine104040373,7,606,15261,683,0.7404,0.05581433507621495,41.4,25.4,95.2,0.7927200000000001,0.6964600000000001
309,Smell105713737,13,1225,32967,1296,0.82294,0.14053464483891506,67.6,8.6,191.6,0.9486799999999999,0.7414799999999999
310,Landslide107474185,5,435,11982,450,0.69056,0.11210039429011834,38.0,7.4,52.0,0.86784,0.58036
311,CognitiveScientist109934647,21,2017,58430,2432,0.8278800000000001,0.03636533514213776,125.0,25.2,361.4,0.9343400000000001,0.7451399999999999
312,Conductor114821043,8,742,18991,917,0.5216999999999999,0.06016749953255497,111.4,19.8,72.0,0.7823800000000001,0.39288
313,Homeopath110182402,2,144,3694,150,0.46556,0.11313020109590544,19.4,4.6,10.6,0.71038,0.35728
314,NaturalLanguage106904171,42,4110,121432,4751,0.80704,0.045492487291859535,248.2,89.2,702.0,0.89068,0.74066
315,Acquisition113253255,28,2727,72805,2896,0.58076,0.07148878513445307,322.6,42.6,256.8,0.85498,0.44242
316,Conquistador109956780,13,1206,41169,1584,0.85578,0.03698142236312714,57.8,29.0,259.0,0.89946,0.8177
317,Manuscript106407221,2,153,5042,210,0.8113999999999999,0.09148558356375062,11.6,2.4,30.4,0.9362,0.7301
318,Beer107886849,3,230,5739,274,0.5607,0.12600274600182326,31.2,2.8,23.6,0.88636,0.42105999999999993
319,Control100803617,8,782,19854,891,0.54118,0.08700938799922683,104.4,18.2,73.8,0.8046,0.41516000000000003
320,Minivan103770679,7,672,13787,994,0.7433399999999999,0.049040334419740685,66.0,23.0,132.8,0.85032,0.6636599999999999
321,Acme113940456,4,339,9641,381,0.6797,0.09449027463183711,31.0,9.6,45.2,0.82412,0.5885
322,Liabilities113396054,26,2565,78989,2787,0.4149000000000001,0.14163413430384642,387.4,62.4,170.0,0.7170000000000001,0.3060999999999999
323,Regatta107468456,6,506,13033,639,0.80102,0.07964233547554966,34.6,11.6,93.2,0.8874600000000001,0.73494
324,Volunteer110759151,10,993,28526,1039,0.3878400000000001,0.15632684478361353,149.4,18.4,58.4,0.7688200000000001,0.281
325,Steroid115057744,10,939,25516,1452,0.7829599999999999,0.04055808673988458,82.6,31.8,207.8,0.86664,0.7150200000000001
326,Gazette106267655,4,400,10898,430,0.5771599999999999,0.21009456537473786,43.6,10.8,42.4,0.77478,0.49343999999999993
327,Wealth113353280,6,517,12026,554,0.46506,0.056697252138000476,73.0,13.0,37.8,0.7558399999999998,0.34072
328,Sensation105712076,13,1225,32967,1296,0.82294,0.14053464483891506,67.6,8.6,191.6,0.9486799999999999,0.7414799999999999
329,Liquor107901587,7,630,15225,753,0.50746,0.08115670274228741,92.8,15.6,57.8,0.78386,0.38104000000000005
330,TennisCoach110701096,20,1971,37296,2388,0.8781599999999999,0.03119606385427494,90.0,17.8,387.6,0.9562200000000001,0.8127000000000001
331,Grant113266892,5,473,14666,491,0.22572,0.12560142355881163,83.0,14.2,15.2,0.47669999999999996,0.15286
332,Film103338821,5,446,9966,470,0.5841999999999999,0.15714146492889774,50.2,7.6,43.8,0.83352,0.46369999999999995
333,GasolineEngine103424630,5,494,13537,543,0.59578,0.1072653793169073,55.4,12.8,53.2,0.80966,0.48773999999999995
334,BusRoute108517554,2,165,3316,175,0.40985999999999995,0.17001150078744673,24.4,3.6,10.6,0.72632,0.29875999999999997
335,AbsorptionIndicator114598383,3,250,5792,318,0.6099,0.12298159211849553,31.0,7.6,32.6,0.8088000000000001,0.50644
336,Shrub113112664,6,538,18274,672,0.5153399999999999,0.09259025002666318,81.6,13.8,52.8,0.79402,0.39026
337,Column103074380,3,259,6394,271,0.56626,0.16578495227251477,28.8,7.2,25.4,0.78434,0.46826000000000007
338,Plug103967942,5,421,11022,447,0.54832,0.1105528543276925,53.2,4.2,36.2,0.8913399999999999,0.40428
339,Good104849241,103,10214,297254,14344,0.8129799999999999,0.052721547776976366,688.2,294.8,2180.6,0.8777199999999998,0.7578600000000001
340,Trickery100752954,15,1476,43489,1541,0.3837,0.14945012545996741,228.4,14.4,79.8,0.8210200000000001,0.25962
341,Immigrant110199489,13,1239,34343,1260,0.39762,0.19405132723070975,181.0,11.4,71.0,0.8432000000000001,0.28303999999999996
342,Battleship102812201,10,966,28084,1148,0.77038,0.06693607099314984,69.6,23.2,160.0,0.8709,0.69456
343,Diagram103186399,10,970,23801,1076,0.7373200000000001,0.07522248068230668,79.4,16.2,135.8,0.8905000000000001,0.63316
344,StraightLine113869991,5,494,16307,646,0.5489200000000001,0.1381249926696831,66.4,30.0,62.8,0.6554800000000001,0.47684
345,Relay100318567,5,422,10636,449,0.81258,0.12982287009614293,19.8,12.4,70.4,0.8443799999999999,0.7875599999999999
346,ConcentrationCamp103086183,38,3783,109786,4839,0.74512,0.07288438515896255,334.6,76.4,633.2,0.8893000000000001,0.6464
347,Heir110168584,21,2005,60833,2101,0.75834,0.14841068155628154,134.2,35.2,286.0,0.8788600000000001,0.6830399999999999
348,Crisis113933560,36,3567,107358,3863,0.7731399999999999,0.1288847640336126,224.4,82.8,548.2,0.8609199999999999,0.71388
349,Cookie107635155,3,223,4449,237,0.24503999999999998,0.0619683338488296,40.2,3.6,7.2,0.67872,0.1513
350,Model105937112,10,962,29099,1008,0.42184,0.14045022748290584,141.8,11.2,59.8,0.8493600000000001,0.29769999999999996
351,Virus106585816,6,523,14053,621,0.69184,0.09357323548964201,50.4,14.2,73.8,0.8352999999999999,0.59512
352,Prime113594005,8,779,23097,2191,0.8868600000000001,0.042433411364159755,63.6,26.6,374.6,0.9299,0.84834
353,Flagellate101416585,2,176,4207,221,0.5145799999999999,0.1361016590640981,25.6,6.8,18.6,0.71248,0.4105600000000001
354,Extension106335162,32,3141,84313,5114,0.8317200000000001,0.02016962072028129,238.6,77.6,784.2,0.9098,0.76622
355,Provost110486468,10,920,21735,943,0.57904,0.029709163569511685,98.4,32.6,90.2,0.73508,0.47806000000000004
356,Fisherman110093658,9,852,25983,866,0.57618,0.1968292498588561,95.0,8.2,78.2,0.88142,0.45220000000000005
357,Monomer114682963,4,366,8758,422,0.56168,0.08144655671052028,47.6,8.8,36.8,0.80576,0.43664
358,Storyline106373645,9,826,27374,907,0.7001799999999999,0.08694102368847517,77.2,9.8,104.2,0.91238,0.5753
359,Revolution107424109,112,11192,343768,11810,0.75588,0.014412966384474797,776.2,247.2,1585.8,0.8655800000000001,0.67136
360,BowedStringedInstrument102880546,4,374,9857,399,0.5555,0.2183274238386007,43.0,9.0,36.8,0.7760400000000001,0.46654
361,Covering109257949,10,971,25343,1055,0.5736,0.20793771182736429,117.0,10.4,94.0,0.8739600000000001,0.45208000000000004
362,EdibleFruit107705931,14,1354,41436,1999,0.7622599999999999,0.058265790992657086,122.4,46.8,277.4,0.85336,0.69174
363,Movement107309781,27,2650,72268,3054,0.5427,0.046235397694839815,354.0,75.0,256.8,0.7731600000000001,0.41947999999999996
364,Bartender109841188,6,596,17814,603,0.24312,0.05850963681309259,103.2,3.8,17.4,0.81592,0.14416
365,Opening100457890,6,543,12575,916,0.8827400000000001,0.0112695341518627,25.0,17.0,158.2,0.9038599999999999,0.86316
366,ComprehensiveSchool108413248,4,394,8362,422,0.7100799999999999,0.025958921395158176,27.4,19.0,57.0,0.75098,0.6751
367,Feat100036762,15,1482,38793,1769,0.55896,0.06660647415979921,200.8,36.0,153.0,0.80738,0.4308599999999999
368,IndustrialProcess113497928,11,1043,25990,1111,0.3291799999999999,0.07871491345355085,173.8,20.6,48.4,0.69786,0.2169
369,AnimalMaterial114755804,12,1151,31077,1229,0.47592,0.24529119348235884,151.8,22.8,94.0,0.7496,0.38564
370,DestroyerEscort103180732,1,100,2099,116,0.80776,0.07636445770121071,6.6,1.0,16.6,0.94772,0.71076
371,Quartermaster110498986,4,386,11272,400,0.41136,0.17371947041135027,55.8,6.8,24.2,0.7641,0.30250000000000005
372,Inquisitor110208287,9,858,24920,890,0.5945,0.16629647019705499,91.4,18.2,86.6,0.8051400000000001,0.48616000000000004
373,RealNumber113729902,6,569,14738,613,0.5511600000000001,0.11189649860473741,71.0,9.6,51.6,0.8316800000000001,0.41776
374,Note106763273,7,627,18168,636,0.47278000000000003,0.2651141142979755,81.0,4.2,46.2,0.8820400000000002,0.36316000000000004
375,WorldPremiere106894371,40,3934,173965,8158,0.9421199999999998,0.012582591148090285,113.8,71.0,1517.8,0.95502,0.9296800000000001
376,Passage100318035,5,422,10636,449,0.81258,0.12982287009614293,19.8,12.4,70.4,0.8443799999999999,0.7875599999999999
377,Alkaloid114712692,10,911,19131,1182,0.7430000000000001,0.04678221884434299,77.0,32.0,159.4,0.8304199999999999,0.6730799999999999
378,Sighting100880269,2,177,5037,191,0.48762000000000005,0.20202852669858284,23.6,2.6,14.6,0.8588000000000001,0.36866000000000004
379,LegalSystem105903229,45,4478,130802,5493,0.63628,0.1405655633503455,491.2,124.6,607.4,0.8125,0.5370000000000001
380,Dress103236735,3,287,6481,298,0.27548000000000006,0.03376337660839034,48.6,9.0,11.0,0.55156,0.18424000000000001
381,Conduction111512818,4,387,11101,394,0.42092,0.221016346906739,54.0,5.2,24.8,0.7803800000000001,0.31602
382,Synthesist110687231,19,1899,49272,3212,0.8126200000000001,0.042160237190983635,160.8,61.2,481.6,0.88802,0.75058
383,LegalCode106667792,13,1206,37218,1293,0.5678,0.14674678872125277,140.2,28.6,118.4,0.7884800000000001,0.45684
384,KeyboardInstrument103614532,24,2390,55202,2917,0.70686,0.13896869575555496,205.4,82.4,378.0,0.81738,0.6447200000000001
385,Leporid102323902,5,414,11442,469,0.5927800000000001,0.23479847018240982,46.6,7.8,47.2,0.80884,0.49415999999999993
386,Keyboard103614007,7,601,12887,655,0.61932,0.17749963830949061,63.2,21.4,67.8,0.7543,0.5314
387,Bull106726761,3,235,7778,247,0.59826,0.1371544326662467,26.2,3.2,23.2,0.89692,0.47329999999999994
388,Humaneness104828925,14,1388,38426,1432,0.5677,0.09998817930135542,161.6,19.4,124.8,0.8691799999999998,0.4335
389,Key103613294,11,1058,28828,1468,0.74782,0.05556187181872117,97.2,33.2,196.4,0.8556999999999999,0.66856
390,Midwife110314836,3,203,4912,212,0.5104599999999999,0.07475262135871893,25.2,7.2,17.2,0.7118800000000001,0.40438
391,Vigilante110753339,10,993,28526,1039,0.3878400000000001,0.15632684478361353,149.4,18.4,58.4,0.7688200000000001,0.281
392,Table104379243,85,8457,243967,16068,0.91928,0.02523722647201946,323.0,169.8,2890.6,0.94436,0.8966200000000001
393,Feeling100026192,28,2705,77196,2986,0.54498,0.07504277180381866,346.2,68.0,251.0,0.78382,0.42166
394,Medium110306279,14,1314,41569,1370,0.5935,0.22346117336127994,140.2,15.6,133.8,0.89094,0.49216
395,Prayer101041968,9,853,26646,1072,0.69468,0.07786021834030524,91.2,14.6,123.2,0.89368,0.5755
396,PoliceDepartment108121542,24,2389,63649,2616,0.74098,0.0865104016867336,183.0,48.0,340.2,0.8715599999999999,0.64932
397,Vodka107906111,3,255,5741,286,0.48452,0.09285268762938417,36.2,7.2,21.0,0.75956,0.36322
398,Investigator110215623,12,1146,34996,1251,0.4506,0.26887259436394784,158.0,15.8,92.2,0.8075800000000001,0.36232000000000003
399,Stairway104298308,8,703,18161,812,0.64646,0.19652283938514628,73.4,10.4,89.0,0.89064,0.5465199999999999
400,Bryozoan102313709,3,211,3506,289,0.81196,0.07537799678951412,13.0,8.2,44.8,0.84748,0.78272
401,Diol114835980,8,778,18155,938,0.6558400000000001,0.05622200992493954,86.8,18.4,100.8,0.84588,0.5382
402,SteroidHormone114745635,11,1091,27573,1839,0.8012600000000001,0.06329159817858922,95.8,32.0,272.0,0.89354,0.73062
403,Pier103933529,4,309,7704,356,0.68308,0.043768271613121766,29.6,8.2,41.6,0.8449199999999999,0.57994
404,Mammalogist110286989,9,865,18935,889,0.75892,0.21452264589082432,55.6,8.6,122.2,0.9211,0.69002
405,Vivarium104539203,7,671,17769,809,0.68912,0.06869379593529537,66.4,18.4,95.4,0.8346600000000001,0.5883200000000001
406,Follower110099375,49,4856,141915,5933,0.7103,0.1404381999315001,474.8,66.6,711.8,0.90748,0.6023000000000001
407,Supermarket104358707,10,921,25605,1049,0.79346,0.03674542692635373,60.2,17.0,149.6,0.9017200000000001,0.7149
408,Century115205532,8,738,16574,837,0.90778,0.03818897223021325,18.0,12.2,149.4,0.9251400000000001,0.89154
409,Quarter108627919,16,1510,40645,2507,0.86586,0.02667010311191163,102.4,25.8,399.0,0.9362799999999998,0.8102600000000001
410,ReligiousHoliday115183802,30,2932,84813,3653,0.76086,0.017714694465330187,234.0,78.0,496.6,0.8641200000000001,0.67988
411,Indie108249854,10,955,28750,975,0.6666000000000001,0.18182679670499613,81.4,21.6,113.6,0.82112,0.58326
412,Resource113331778,13,1231,32937,1263,0.49470000000000003,0.24496589966768845,149.0,37.8,103.8,0.6852600000000001,0.41458000000000006
413,Pyrimidine114999913,5,421,8945,561,0.6691800000000001,0.07500489050721958,46.2,17.4,66.0,0.8042199999999999,0.58456
414,Share113285176,5,482,13517,628,0.853,0.08534956356068846,21.4,14.0,104.2,0.87834,0.8316800000000001
415,Enterprise104836074,6,529,15919,658,0.73956,0.03894316884897784,48.6,10.0,83.0,0.8950400000000001,0.6336600000000001
416,Parade108428485,12,1189,34796,1409,0.60246,0.09798531726743552,145.4,30.0,136.4,0.8140599999999999,0.4839399999999999
417,Formulation114873641,7,697,17911,835,0.5421199999999999,0.06385259274297324,97.4,18.8,69.6,0.7832600000000001,0.41574
418,GrandDuchess110141930,10,976,29387,1068,0.7393,0.059318900866418604,68.8,32.8,145.2,0.8159399999999998,0.6812400000000001
419,Plot106373314,9,826,27374,907,0.7001799999999999,0.08694102368847517,77.2,9.8,104.2,0.91238,0.5753
420,Emir110052497,12,1149,31832,1242,0.69948,0.052255273418096285,93.8,37.4,154.6,0.8039400000000001,0.62088
421,TributeAlbum106592421,8,788,20175,822,0.65676,0.11615659430269122,70.8,24.8,93.8,0.78212,0.5705
422,Circus108189211,4,326,8448,367,0.69194,0.15534045963624546,31.2,5.0,42.2,0.8887,0.58716
423,ArtExhibition108407839,17,1650,49586,1867,0.6916,0.10265538466149741,149.0,41.8,224.4,0.83698,0.5994200000000001
424,Vicar110750031,6,570,15894,601,0.5273,0.1265017312134502,70.6,13.4,50.0,0.7915,0.41412000000000004
425,MaleSibling110286084,36,3538,104776,4010,0.74342,0.08470309085269558,297.8,37.8,504.2,0.9289,0.6272
426,Body109224911,17,1696,45155,2078,0.6232200000000001,0.11164875995728746,195.2,60.0,220.4,0.77822,0.52956
427,Fad105751173,11,1034,30048,1066,0.24969999999999998,0.185934472328291,176.8,9.6,36.6,0.81674,0.17084000000000002
428,Laptop103642806,9,855,22797,992,0.70968,0.132093896906708,72.6,27.2,125.8,0.8117199999999999,0.63932
429,ScienceTeacher110560548,4,373,9186,386,0.4509,0.08407808275644732,52.6,6.2,24.6,0.78714,0.31648
430,Dyscrasia114053717,11,1001,24058,1212,0.72102,0.10669233149575463,85.0,31.8,157.4,0.82324,0.64684
431,Band108249038,5,433,11439,491,0.47562,0.12728592066682,60.8,15.8,37.4,0.69384,0.37455999999999995
432,Alto109786115,9,828,23215,884,0.34528,0.1560436656836797,137.0,4.2,39.8,0.9022600000000001,0.22547999999999999
433,AutosomalDominantDisease114162025,4,367,8267,396,0.63646,0.15266940230445653,37.0,9.4,42.2,0.8079000000000001,0.5403800000000001
434,Publicist110490699,7,634,17685,684,0.45278,0.05957954011235738,92.4,14.2,44.6,0.76102,0.32632000000000005
435,LargeIndefiniteQuantity113757724,5,409,9318,454,0.6053200000000001,0.11790920913991407,48.0,5.6,42.8,0.89036,0.47728000000000004
436,Railing104047401,11,1093,25289,1301,0.72726,0.0732743229242004,87.8,37.2,172.4,0.8246399999999999,0.66038
437,Sonnet106381372,3,269,27374,12060,0.9945,0.005423651906234401,15.4,2.0,2396.6,0.9982800000000001,0.9907600000000001
438,Dune109270735,3,277,6526,296,0.52062,0.20127465215471121,34.2,8.2,25.0,0.70976,0.42058
439,Seabird102021795,21,2028,33078,2469,0.88774,0.035638327682426404,85.0,18.6,408.8,0.9565399999999998,0.8290200000000001
440,Lab103629986,26,2521,69267,2695,0.7276200000000002,0.18146494317085052,187.2,51.4,351.8,0.8576799999999999,0.65876
441,Outstation108613985,7,664,20213,862,0.87148,0.03819619876375132,32.2,8.6,140.2,0.9437200000000001,0.8121400000000001
442,Exchange103302487,10,905,25354,965,0.6228800000000001,0.18839317822044407,92.8,15.4,100.2,0.85344,0.52396
443,DomesticAnimal101317541,21,2095,53713,2281,0.34716,0.06461992262452812,354.0,35.4,105.2,0.7455599999999999,0.22844000000000003
444,Zither104615226,8,757,17309,908,0.7911199999999999,0.1303385039042569,56.6,8.4,125.0,0.9328200000000001,0.7001799999999999
445,Playmate110441037,19,1852,51272,2019,0.7661800000000001,0.17487821362308112,131.8,22.8,272.0,0.9145,0.6841
446,Sage110546202,6,550,14138,766,0.70396,0.04157656070431993,57.8,20.8,95.4,0.82484,0.6185999999999999
447,NonvascularOrganism113084479,2,186,3089,236,0.5914200000000001,0.09910758598613932,23.6,8.0,23.6,0.73822,0.4979
448,Crystal114883206,6,559,15473,596,0.56196,0.2831405841627088,61.4,9.6,57.8,0.82704,0.49638
449,AromaticHydrocarbon114767996,4,335,7929,418,0.68338,0.10293404490254913,34.0,9.4,49.6,0.83424,0.58572
450,NuclearReactor103834040,7,699,19656,815,0.48353999999999997,0.06930640951600367,102.2,24.8,60.8,0.7121999999999999,0.37161999999999995
451,Commissar109942697,15,1433,42739,1692,0.8521799999999999,0.08991029751924969,67.0,25.2,271.4,0.91324,0.80578
452,Eclipse107368646,2,195,4739,221,0.8572000000000001,0.1228793066386688,8.8,3.2,35.4,0.9196200000000001,0.81304
453,Corvette103113035,2,159,4133,171,0.66142,0.136996721128646,15.2,3.2,19.0,0.87482,0.5533199999999999
454,Glycoside114887305,10,934,21265,1184,0.6744199999999999,0.08181553397735665,96.4,34.8,140.4,0.7940599999999999,0.58858
455,RegularPayment113281275,3,247,6224,301,0.61646,0.05082403368486213,28.8,10.0,31.4,0.7572000000000001,0.5218200000000001
456,Timepiece104437953,8,797,20360,923,0.548,0.07333812105583287,104.6,25.4,80.0,0.7531399999999999,0.4326
457,Topology105730365,7,666,18172,795,0.65904,0.11546021998939719,69.8,20.6,89.2,0.8086,0.57058
458,Well104572344,8,781,20675,832,0.3719,0.15269352311083792,121.4,18.4,45.0,0.67606,0.268
459,Devotion107544491,9,818,24383,925,0.66972,0.130138516973262,81.2,14.8,103.8,0.8726,0.56172
460,Apologist109798534,21,2055,66680,2254,0.6505599999999999,0.1162740658960544,213.4,30.0,238.2,0.8850200000000001,0.5248
461,Weather111524662,38,3780,100501,4543,0.7301200000000001,0.048534045782316564,321.4,108.8,587.2,0.84368,0.64678
462,Citation106763681,7,627,18168,636,0.47278000000000003,0.2651141142979755,81.0,4.2,46.2,0.8820400000000002,0.36316000000000004
463,AppellateCourt108330106,24,2349,76239,2609,0.8293199999999998,0.049019114639087494,107.6,61.0,414.2,0.8707800000000001,0.7930400000000001
464,Sect108149781,71,7046,202440,8757,0.77852,0.05507149534922763,500.6,210.8,1250.8,0.8572200000000001,0.71706
465,Maar109344724,3,261,5771,289,0.5886600000000001,0.0757735996241435,30.0,9.0,27.8,0.7577400000000001,0.48633999999999994
466,RootVegetable107710283,9,893,25627,1035,0.53264,0.2466517755865544,119.4,23.0,87.6,0.74938,0.44505999999999996
467,Ring104981658,8,709,18966,776,0.49154,0.07523976608150772,97.0,22.0,58.2,0.7381800000000001,0.37608
468,Organization101136519,38,3759,105031,3775,0.92492,0.05882623224378729,78.4,27.0,676.6,0.9607600000000002,0.8960000000000001
469,Lookout103688943,4,345,8572,356,0.6506000000000001,0.07778161736554468,32.2,8.4,39.0,0.8278800000000001,0.5479800000000001
470,Chronicler109921168,16,1565,47865,1736,0.69978,0.03908014329554076,145.8,26.4,201.4,0.8840600000000001,0.58046
471,Neologism106294441,47,4619,132932,4730,0.28868,0.12827073555569876,763.2,91.4,182.8,0.67818,0.19254
472,FungusFamily111590783,7,606,11033,703,0.94912,0.019139738765197412,9.2,4.8,131.4,0.9644600000000001,0.9345800000000001
473,Nematode101930112,6,563,11635,711,0.60854,0.09759447935206171,66.6,25.4,75.6,0.75534,0.5226
474,Ignoramus110198958,6,562,14771,568,0.6274,0.16058559088535931,54.4,9.6,59.2,0.8537399999999999,0.5219600000000001
475,Marina103721590,30,2910,76924,3031,0.72168,0.18041170028576306,231.0,25.0,375.2,0.9331399999999999,0.6225799999999999
476,WarGod110767654,10,916,26834,1002,0.5570999999999999,0.11891151331977907,118.8,7.6,81.6,0.9122,0.41075999999999996
477,Directory106423619,6,517,11187,535,0.62892,0.27076775583514373,49.0,8.8,58.0,0.8244000000000001,0.54944
478,Sheet106255777,4,321,7380,340,0.5991799999999999,0.17221046890360642,35.4,8.0,34.4,0.7974400000000001,0.5005
479,BankRobber109838295,14,1375,40335,1593,0.81282,0.13001894323520707,83.6,23.0,235.0,0.90704,0.75516
480,Werewolf109503121,11,1008,27531,1097,0.5534,0.15478032174666134,127.0,9.8,92.4,0.89482,0.41592
481,Drink107885223,11,1051,27568,1125,0.48999999999999994,0.2190297970596695,142.2,13.0,82.8,0.8201599999999999,0.37318
482,Booklet106413889,3,273,9118,274,0.40549999999999997,0.14828490145662168,38.2,5.8,16.6,0.76564,0.30192
483,BloodVessel105417975,8,737,15881,1067,0.74576,0.010716827888885777,65.8,34.8,147.6,0.8107,0.69214
484,ClosedCurve113868248,3,262,6228,308,0.57092,0.06316031665531768,32.6,10.6,29.0,0.7305200000000001,0.4716
485,Decade115204983,3,291,5273,402,0.8167200000000001,0.03290139206781379,20.0,7.2,60.4,0.89726,0.75356
486,Cytokine114828193,6,524,16710,1089,0.8473600000000001,0.06308450205874655,43.4,15.2,174.4,0.91706,0.79198
487,FilmCompany108003173,15,1443,41906,1478,0.4923,0.20777140322960713,181.8,42.2,113.8,0.73334,0.38618
488,LegislativeAct106564387,7,660,20479,692,0.6635,0.09355648561163467,58.2,20.8,80.2,0.78948,0.5799799999999999
489,Native109620794,4,384,9605,467,0.52636,0.08693677242686206,57.0,7.0,36.4,0.8369,0.38808
490,Van104520170,7,672,13787,994,0.7433399999999999,0.049040334419740685,66.0,23.0,132.8,0.85032,0.6636599999999999
491,Census100653388,83,8239,158905,9281,0.9158799999999999,0.06044168760052948,172.4,142.8,1683.8,0.9227000000000001,0.9093199999999999
492,Dark113983515,19,1808,47131,2456,0.71598,0.07457705813452285,181.2,58.8,310.0,0.83568,0.62934
493,CenterFielder110387476,26,2509,62929,2808,0.7770400000000001,0.057571298404673836,181.6,34.0,380.0,0.9168199999999999,0.6775599999999999
494,Woodcarver110789963,5,422,10091,448,0.55632,0.13062458267875923,51.4,6.0,38.2,0.85036,0.42203999999999997
495,Union114418395,46,4526,142136,4873,0.76694,0.10231392085146575,299.2,94.8,675.4,0.8738400000000001,0.69512
496,Marker107270179,10,967,29015,998,0.61736,0.3097449441072444,91.4,12.2,108.2,0.83862,0.5509600000000001
497,PartOfSpeech106317464,16,1515,38933,1878,0.70462,0.1663566938839553,147.2,37.8,228.4,0.84558,0.61742
498,Novice110363913,17,1601,44037,1646,0.5114400000000001,0.31612419458181307,190.6,12.6,138.6,0.8563599999999999,0.42325999999999997
499,Taxonomist110693824,10,1000,19229,1027,0.7872600000000001,0.1878606781633666,59.0,9.6,146.4,0.93036,0.71772
500,ArmoredPersonnelCarrier102740300,10,983,21191,1265,0.64228,0.031698542553246827,117.0,34.0,136.0,0.8073,0.5368999999999999
501,Ritual101027859,33,3275,98913,3483,0.46772,0.1426991997174476,455.8,55.6,240.8,0.79898,0.34424
502,AcneRosacea114222352,5,480,14940,614,0.59376,0.09118273082113741,61.0,23.0,61.8,0.7493399999999999,0.5013
503,Partisan110402086,7,688,19306,752,0.75878,0.11389374697497665,50.2,10.4,100.2,0.9037200000000001,0.66842
504,OperaCompany108187370,17,1632,57117,2526,0.899,0.026815219559048937,65.8,30.2,439.4,0.9342,0.86678
505,Loch109341987,7,634,15096,864,0.89444,0.02013500434566628,22.2,13.0,150.6,0.92154,0.8698599999999999
506,Phytochemical114983143,13,1257,31269,1696,0.6542199999999999,0.06934820545623371,156.2,32.4,183.0,0.8458400000000001,0.5367999999999999
507,Bear102131653,6,593,17212,658,0.63524,0.20294375181315633,61.2,11.2,70.4,0.8452400000000001,0.5403
508,SpreeKiller110581648,3,273,7523,291,0.60168,0.16450999240167755,29.2,6.0,29.0,0.82,0.5032599999999999
509,HoldingDevice103525827,4,345,9970,380,0.63146,0.08824263368689762,36.0,9.4,40.0,0.8168799999999999,0.5257799999999999
510,Scale106856568,24,2348,62693,3022,0.67324,0.09937236235493246,258.6,62.4,346.0,0.84252,0.5691599999999999
511,Marketplace103722288,12,1101,30733,1231,0.7540199999999999,0.04730451986861297,84.0,21.0,162.2,0.8888999999999999,0.66102
512,News106681177,13,1258,34476,1324,0.42488000000000004,0.0959551645301075,189.0,11.4,75.8,0.8652200000000001,0.28646
513,Lector110252222,23,2248,72047,2383,0.6784399999999999,0.045481099371057446,220.4,20.4,256.2,0.9255599999999999,0.537
514,Pollutant114857278,12,1160,31368,1426,0.6911400000000001,0.06104190691647829,120.6,24.6,164.6,0.86806,0.57792
515,Crop113085864,7,611,17175,729,0.38688,0.13541564754488308,105.8,8.4,40.0,0.80152,0.26318
516,ReconnaissanceVehicle104062807,5,477,10580,553,0.5834999999999999,0.0591250539111805,61.4,7.4,49.2,0.87034,0.44239999999999996
517,Democrat110002031,3,253,6212,258,0.7777999999999999,0.15443960631910456,15.2,3.6,36.4,0.9028600000000001,0.70606
518,Appellation106338908,75,7452,224813,7555,0.7626,0.21658242772672023,448.8,96.2,1062.2,0.9080999999999999,0.7051000000000001
