,entity_type,n_document,n_sentence,n_token,n_entity,F1_mean,F1_std,FN_mean,FP_mean,TP_mean,P_mean,R_mean
67,Ghetto108578951,13,1249,32447,1443,0.8084999999999999,0.10940148079436585,79.4,15.6,209.2,0.93036,0.73262
68,Comment106762711,7,644,18773,656,0.4234400000000001,0.2099798047432181,92.0,2.8,39.2,0.9025000000000001,0.29897999999999997
69,Trombonist110730416,30,2996,79118,3675,0.7492,0.05812004817616725,269.8,33.4,465.2,0.9341200000000001,0.63034
70,Vector105864577,9,806,23057,942,0.5688599999999999,0.11494131720143108,98.0,36.8,90.4,0.70386,0.4826
71,Biopsy105740929,4,383,9233,445,0.43751999999999996,0.0863521487862346,61.2,8.2,27.8,0.7592399999999999,0.30992
72,Pagoda103874965,3,249,5751,278,0.74648,0.08195731571983064,17.6,8.0,38.0,0.8245199999999999,0.68298
73,Vogue105750163,11,1042,30316,1074,0.27396000000000004,0.17874918293519554,175.0,11.0,40.0,0.80594,0.18642
74,Conservatory108287436,49,4804,138848,5718,0.8028400000000001,0.04650722954552335,300.2,111.6,843.4,0.8821999999999999,0.73778
75,Fundraiser110116478,12,1160,35103,1197,0.70196,0.2949359089700676,87.4,11.0,152.0,0.90664,0.64572
76,VolcanicEruption107436475,4,317,6640,344,0.42164,0.042853265919880604,49.0,5.2,19.8,0.79896,0.28858
77,Rocket104099175,7,608,16718,784,0.65848,0.06288266533791327,71.8,15.6,85.0,0.8448,0.54298
78,CarnivorousBat102141306,3,238,5374,397,0.9023199999999999,0.0387076943255472,9.8,4.6,69.6,0.9367599999999999,0.87348
79,Pidgin106905680,13,1300,35973,1626,0.72672,0.1040152565732547,121.4,31.0,203.8,0.8699399999999999,0.634
80,Stalk113129165,14,1303,17631,1334,0.89926,0.085171934344595,43.8,4.0,223.0,0.9800599999999999,0.8381399999999999
81,Accessory102671780,13,1299,33306,1436,0.37446,0.09412677833645429,215.4,17.4,71.8,0.7979999999999999,0.24933999999999998
82,Oscine101525720,10,938,16542,1191,0.8652599999999999,0.04138311733062167,48.2,9.8,190.0,0.95034,0.7961799999999999
83,Palimpsest106407514,2,153,5042,210,0.8113999999999999,0.09148558356375062,11.6,2.4,30.4,0.9362,0.7301
84,Principal110474645,6,559,14197,564,0.53404,0.10339606568917407,59.8,39.0,53.0,0.68314,0.46962000000000004
85,Franchise108060193,2,180,4558,183,0.22256,0.11165651973798933,31.2,4.6,5.4,0.5115000000000001,0.14762000000000003
86,Archivist109806944,7,668,17941,689,0.58712,0.03493189946166683,72.8,18.4,65.0,0.7796399999999999,0.47162000000000004
87,DirectAction101168369,14,1381,40112,1515,0.5461600000000001,0.09501211712197553,166.8,53.0,136.2,0.7125199999999998,0.44833999999999996
88,Moss111537506,2,149,2330,189,0.5684400000000001,0.044595138748522806,19.6,7.8,18.2,0.7201799999999999,0.48316
89,Indicator114917208,3,250,5792,318,0.6099,0.12298159211849553,31.0,7.6,32.6,0.8088000000000001,0.50644
90,Moor109358751,5,431,11148,490,0.7329600000000001,0.1313412440933921,34.8,9.2,63.2,0.8768800000000001,0.65496
91,ArmoredDinosaur101701551,4,302,7641,482,0.82868,0.03260671096568926,20.6,10.2,75.8,0.8814399999999999,0.7848599999999999
92,Ethicist110065066,25,2402,73360,2631,0.7256600000000001,0.09192822417516829,199.6,40.2,326.6,0.893,0.62126
93,Pet101318894,5,450,10962,482,0.26526,0.0851228429976349,80.4,5.6,16.0,0.7221,0.16448000000000002
94,Dictator110012244,14,1361,42175,1459,0.6302800000000001,0.1874892146231351,136.6,23.0,155.2,0.86582,0.53006
95,Sweater104370048,6,510,12919,626,0.60312,0.08495479739249573,64.0,13.2,61.2,0.8248,0.48358000000000007
96,Woodpecker101838598,7,656,9794,820,0.9138399999999999,0.030549409159589327,20.8,6.2,143.2,0.9582599999999999,0.87382
97,Grammar106174404,11,1088,33227,1112,0.8680199999999999,0.14055920318499246,32.8,17.4,189.6,0.91462,0.85466
98,Production100913705,7,621,17265,739,0.39262,0.13210585755370574,107.0,7.6,40.8,0.8167599999999998,0.2655
99,Algebra106012726,13,1275,30459,1678,0.69184,0.049568562617852856,127.0,56.6,209.0,0.7843199999999999,0.6199999999999999
100,Myth106372680,18,1730,50778,1850,0.5449400000000001,0.24875505703402295,203.2,37.4,166.8,0.76518,0.45788
101,ChamberOfCommerce108319061,4,311,8554,326,0.69858,0.09675051214334736,25.4,8.0,39.8,0.83064,0.6122599999999999
102,NationalFlag106882009,15,1494,35613,1895,0.8153,0.03593789086743961,87.6,42.4,291.6,0.8725799999999999,0.76714
103,Keeper110229498,8,766,19588,818,0.3368,0.08968995484445288,128.0,11.2,35.6,0.7551,0.21864
104,WoodRat102338901,3,267,4699,293,0.78894,0.06484731605856943,15.4,7.6,43.2,0.85196,0.7359600000000001
105,OrganicProcess113526110,14,1343,29850,1518,0.5963,0.05610119428318794,164.4,22.0,139.2,0.86554,0.45854
106,Polysaccharide114994004,5,402,10611,497,0.6184,0.08861695097440443,50.2,8.2,49.2,0.85498,0.49084000000000005
107,Spokesperson110638385,13,1222,36185,1266,0.534,0.21806776011139292,150.8,5.0,102.4,0.9417200000000001,0.40792
108,CollectiveFarm108056747,5,477,7106,570,0.7311,0.023594406116704845,37.8,17.6,76.2,0.8120800000000001,0.66584
109,Explosive103304730,19,1864,52449,2238,0.61432,0.09055907243341221,223.8,52.8,223.8,0.80372,0.50176
110,Woodworker110790192,29,2815,81767,2960,0.6558200000000001,0.17629168329787995,255.0,62.0,337.0,0.8405000000000001,0.57264
111,CupFinal107467027,7,638,17894,1100,0.84838,0.04810427839600133,37.0,26.2,183.0,0.87004,0.8279400000000001
112,Typhoon111521145,5,463,8776,568,0.9099600000000001,0.024556107183346478,14.2,5.2,99.4,0.9497200000000001,0.87456
113,Interpretation107170753,43,4232,125287,5753,0.79762,0.04343129747083316,338.6,59.2,812.0,0.92934,0.69986
114,PhysicalTherapist110427764,2,180,3703,187,0.5410799999999999,0.06609585160961313,21.8,4.6,15.6,0.7783599999999999,0.41966000000000003
115,PiciformBird101838038,8,763,11376,968,0.92194,0.015523478991514765,22.4,6.6,171.2,0.9629000000000001,0.88498
116,Operetta107027090,7,667,22499,838,0.8068199999999999,0.05321636590373303,49.0,8.0,118.6,0.93714,0.71128
117,Curse107125096,7,603,19130,643,0.6260399999999999,0.14349034253217183,61.0,14.0,67.6,0.82622,0.52654
118,RockOpera106592281,10,902,27233,970,0.6295,0.145669845884452,96.4,10.6,97.6,0.8934199999999999,0.50108
119,Dragonfly102268443,5,413,7538,633,0.8375,0.050967048178210184,26.4,11.8,100.2,0.8939999999999999,0.78818
120,ComicOpera107026646,14,1325,48482,2184,0.87726,0.028664444875141068,71.2,29.8,365.6,0.9237200000000001,0.8359400000000001
121,Session107145508,3,288,7125,340,0.7653399999999999,0.04531686661718793,21.6,6.2,46.4,0.88598,0.6808799999999999
122,Cipher106254239,7,693,18869,1318,0.80026,0.03424538509054905,73.0,20.0,190.6,0.9065999999999999,0.7191000000000001
123,Epidemiologist110061882,4,391,9145,409,0.5938199999999999,0.06396434631886735,42.4,10.6,39.4,0.7918000000000001,0.47988
124,BabyDoctor109828760,8,754,21343,777,0.54542,0.0356015392925643,89.6,20.0,65.8,0.77086,0.42306
125,LogicalFallacy105894143,6,546,13783,653,0.60564,0.07312962737495655,69.6,8.4,61.0,0.8791800000000001,0.46604
126,Minority107966570,15,1488,42074,1588,0.51292,0.04150129636529442,196.6,32.4,121.2,0.78948,0.38127999999999995
127,SportUtility104285965,16,1547,33380,2211,0.7781999999999999,0.02755822926096669,131.4,44.2,310.8,0.8753599999999999,0.7014199999999999
128,Stimulant104320126,5,425,10335,580,0.77282,0.050257393485934,33.6,15.0,82.4,0.8473200000000001,0.7175800000000001
129,Performance100550771,2,200,5411,257,0.57568,0.11969373250091249,28.4,3.4,23.0,0.8699999999999999,0.44196
130,Paramilitary108207209,48,4769,147796,5323,0.6671799999999999,0.02958258947421607,482.2,97.2,582.4,0.8562799999999999,0.54694
131,Orphan110384392,17,1621,50112,1798,0.5415,0.059097140370748896,216.2,24.0,143.4,0.8569000000000001,0.39878
132,Bomber102867715,30,2938,79335,3632,0.85922,0.010875734457957318,131.6,63.0,594.8,0.9040199999999998,0.81878
133,ComputerSystem103085915,15,1415,37793,1508,0.4662,0.14089012740430037,191.6,48.0,110.0,0.67726,0.36613999999999997
134,ChamberOrchestra108248411,6,526,18051,634,0.73262,0.09390921999463099,46.4,10.2,80.4,0.8823000000000001,0.6317
135,Veterinarian110749715,7,617,14771,633,0.54412,0.046292435667179985,73.6,15.2,53.0,0.7762399999999999,0.41928
136,Ethologist110065911,14,1310,38595,1403,0.76594,0.07026682289672703,97.6,13.6,183.0,0.93076,0.65712
137,Hurdle103549589,2,126,2574,159,0.8442399999999999,0.05519944202616546,6.6,2.8,25.2,0.9023,0.7937000000000001
138,Target107262108,5,436,10227,471,0.68672,0.1369143440257448,40.6,4.2,53.6,0.9180999999999999,0.56354
139,Machinery103701640,5,403,7603,454,0.5804,0.12060641773968747,47.2,12.8,43.6,0.76116,0.47498000000000007
140,AcademicDegree106697331,155,15426,418622,22568,0.8808199999999999,0.035821859248230004,634.4,405.0,3879.4,0.9049200000000001,0.8591799999999999
141,Workstation104603399,4,331,8240,381,0.57064,0.14795969180827595,42.2,7.4,34.0,0.80578,0.45278
142,Developer110010062,6,524,15116,584,0.6174000000000001,0.09756103730485852,60.0,8.6,56.8,0.8716200000000001,0.48823999999999995
143,Yeshiva108278032,6,526,14773,636,0.6199600000000001,0.08717432190731395,61.0,18.2,66.2,0.77752,0.5177
144,Burg108671168,13,1275,29805,1384,0.68896,0.03394375347541872,116.0,28.2,160.8,0.8507999999999999,0.58044
145,CoccidInsect102248368,2,161,3411,248,0.7531800000000001,0.057220499823052946,14.2,9.0,35.4,0.79968,0.71384
146,Dock103217191,4,373,9604,460,0.79988,0.06174714244400302,23.2,11.2,68.8,0.86098,0.7503
147,Postmaster110459575,15,1476,40587,1507,0.73806,0.16287165008066934,101.6,25.4,199.8,0.87996,0.66562
148,Nunnery103835853,3,243,6370,259,0.69614,0.10596940313128125,19.4,8.4,32.4,0.79322,0.62654
149,SexualAssault100774107,8,740,22562,773,0.59344,0.10820235856948775,82.8,13.4,71.8,0.83294,0.46534000000000003
150,Version107173585,43,4232,125287,5753,0.79762,0.04343129747083316,338.6,59.2,812.0,0.92934,0.69986
151,Identity104618070,4,379,11055,425,0.54948,0.12189926004697484,48.8,7.6,36.2,0.8251799999999999,0.42134
152,Biplane102842573,18,1776,37193,2075,0.8134399999999999,0.020966125059247373,102.4,40.8,312.6,0.88468,0.75352
153,Gecko101674990,4,320,7641,611,0.7728200000000001,0.08536962926005948,33.4,16.0,88.8,0.8388,0.7183599999999999
154,Extension115272382,4,331,8914,368,0.40122,0.0782206980280795,52.0,10.0,21.6,0.7077800000000001,0.29196
155,Seismologist110576513,3,213,5596,227,0.70196,0.08176267118924135,18.4,4.0,27.0,0.87652,0.5969399999999999
156,Pteridologist110490330,21,2027,40677,2149,0.77124,0.12296837967542713,140.8,20.0,289.0,0.9345800000000001,0.6748799999999999
157,Confusion105683582,28,2766,83420,3166,0.58632,0.09054526823639103,335.8,68.8,297.4,0.81192,0.4678800000000001
158,Battlefield108506641,10,957,25816,988,0.7432999999999998,0.2295259462457349,67.8,6.6,129.8,0.9426599999999998,0.66218
159,System105902872,45,4478,130802,5493,0.63628,0.1405655633503455,491.2,124.6,607.4,0.8125,0.5370000000000001
160,Solution114589223,7,693,18013,756,0.41590000000000005,0.14167073092209273,107.4,10.0,43.8,0.7998000000000001,0.29072
161,Jewel103596787,5,440,13740,469,0.64792,0.24412226772664555,40.8,9.0,53.0,0.8229,0.5737
162,Practice105667196,17,1678,49164,1701,0.11699999999999999,0.09454770224600913,317.0,11.2,23.2,0.66772,0.06858
163,HotSpot108586330,46,4547,141664,4782,0.83728,0.06921937301074028,212.8,68.6,743.6,0.9151199999999999,0.7792600000000001
164,CopperMine103104147,5,497,12334,524,0.59196,0.07685546434704561,55.6,11.6,49.2,0.8121,0.46958
165,OrthopterousInsect102226183,2,190,4175,260,0.6097999999999999,0.14060978628815282,24.6,9.8,27.4,0.7274400000000001,0.53384
166,Analyst109791530,5,428,12071,536,0.7588000000000001,0.06990799668135256,37.2,7.4,70.0,0.90312,0.6592800000000001
167,AquaticMammal102062017,26,2574,59370,4283,0.87196,0.02132375201506525,141.6,67.4,715.0,0.91342,0.8341799999999999
168,Antioxidant114724645,6,586,15378,692,0.57536,0.1755604807466646,71.6,15.4,66.8,0.80026,0.47976
169,Suffragan110672540,3,268,7703,323,0.82114,0.03162483833950775,13.2,9.2,51.4,0.85754,0.7939200000000001
170,TravelAgency108355692,2,170,4171,194,0.40846,0.06624024758407837,27.8,3.6,11.0,0.75846,0.28293999999999997
171,Cabalist109885534,15,1500,46750,1662,0.7933600000000001,0.13288058699448918,97.0,22.0,235.4,0.9071200000000001,0.7171999999999998
172,BloodDyscrasia114053850,11,1001,24058,1212,0.72102,0.10669233149575463,85.0,31.8,157.4,0.82324,0.64684
173,Sabotage101244895,3,274,6681,305,0.67458,0.0836124727537704,25.0,9.2,36.0,0.79326,0.5885
174,Vaccine104517535,4,341,8277,431,0.6140399999999999,0.1350426391922196,41.2,12.4,45.0,0.7708,0.52134
175,Shark101482330,3,256,5992,290,0.5204,0.03577675222822776,36.0,4.6,22.0,0.83414,0.3797
176,Tiger110710632,5,481,11783,511,0.31978,0.057914744236679486,80.8,8.6,21.4,0.73144,0.20892000000000005
177,FloorCover103366823,2,195,4840,248,0.6309,0.08038892958610658,24.0,4.8,25.8,0.84666,0.5126799999999999
178,Astrophysicist109819291,7,625,15892,645,0.48225999999999997,0.25560249294558923,80.0,7.2,49.0,0.7858799999999999,0.37524
179,Rancher110506417,19,1867,51800,1898,0.68186,0.27230549461955406,146.2,22.2,233.4,0.89458,0.6177
180,Transmission100121366,11,1024,28287,1199,0.6039,0.07945735963395716,117.0,41.8,123.6,0.74554,0.51448
181,MiddleAge115153472,69,6883,207328,7547,0.6341000000000001,0.09460860425986636,730.2,139.8,779.2,0.8429,0.51522
182,Extent105123416,4,330,9172,408,0.4259799999999999,0.17455058178075486,53.4,12.2,28.2,0.65876,0.33130000000000004
183,Exhibition108407619,18,1727,51912,1944,0.69352,0.09005432582613675,154.0,45.4,234.8,0.83484,0.60274
184,Hut103550153,3,269,6537,437,0.76144,0.06796936368688472,27.8,8.2,59.6,0.88002,0.6773999999999999
185,Rug104118021,2,195,4840,248,0.6309,0.08038892958610658,24.0,4.8,25.8,0.84666,0.5126799999999999
186,JobAction101242164,7,604,17371,612,0.6059599999999999,0.10727716625638467,60.2,18.6,62.2,0.7637,0.5086799999999999
187,SupportingStructure104361095,29,2821,74638,3078,0.6760200000000001,0.22360286581347746,247.4,77.6,368.2,0.79248,0.60978
188,Indicator107262579,5,436,10227,471,0.68672,0.1369143440257448,40.6,4.2,53.6,0.9180999999999999,0.56354
189,ChemicalProperty105009758,24,2390,63866,2747,0.65784,0.09752397858988321,246.6,57.4,302.8,0.8350199999999999,0.54952
190,Eye105311054,28,2741,72470,3159,0.58266,0.08073716863997649,332.6,91.6,299.2,0.76098,0.47476
191,Clique108240633,34,3392,103842,3815,0.6721,0.07370134327134073,338.6,72.2,424.4,0.85196,0.55696
192,PersonalDigitalAssistant103918737,7,625,16388,772,0.6500999999999999,0.1653834937350158,69.6,14.4,84.8,0.8436999999999999,0.54832
193,ElectricMotor103273061,10,901,24974,1009,0.60984,0.08229650296337021,101.4,25.4,100.4,0.80088,0.49775999999999987
194,Honor114436875,75,7495,242989,13256,0.8535999999999999,0.027275116865010853,513.6,210.4,2137.6,0.9092399999999999,0.8051999999999999
195,Doge110023264,4,377,7604,427,0.8540800000000001,0.049542644257245715,15.6,7.8,69.8,0.89764,0.81512
196,EquestrianSport100450700,13,1207,28444,1422,0.6726599999999999,0.08722239620647898,125.6,28.2,158.8,0.8481799999999999,0.56224
197,Request107185325,9,830,25079,891,0.5989599999999999,0.10406841211433945,89.2,27.4,89.2,0.76578,0.5012800000000001
198,ReligiousSchool108284054,4,317,7513,350,0.7057,0.12424363162754058,28.2,4.6,41.8,0.89312,0.5956
199,Guitar103467517,42,4134,90318,5179,0.77046,0.12231339419703796,312.4,98.0,723.4,0.87288,0.70024
200,RailroadTunnel104048441,3,244,6968,262,0.65886,0.06861086211380821,22.6,8.0,29.8,0.7878000000000001,0.5685200000000001
201,Crab101976957,4,382,7546,473,0.6386799999999999,0.07869275443139606,42.8,14.8,51.8,0.77594,0.54654
202,Color104956594,30,2999,82253,3945,0.69458,0.022695321103698894,310.6,109.4,478.4,0.81502,0.6056600000000001
203,BlackHole109223177,4,360,9545,402,0.5031399999999999,0.12275760831818124,49.2,9.0,31.2,0.7698,0.38516
204,Picture103931044,22,2159,67158,2233,0.52588,0.0969138050021771,280.2,12.6,166.4,0.9244600000000001,0.37268
205,Cabinetmaker109885866,3,266,6807,317,0.69638,0.042566108584177614,26.2,5.6,37.2,0.8816200000000001,0.5841999999999999
206,Ligament105295381,7,641,16865,791,0.82394,0.111000731529121,38.6,9.2,119.6,0.9253199999999999,0.7564399999999999
207,Balcony102777734,9,887,25951,915,0.5699799999999999,0.1214501939068028,102.2,14.0,80.8,0.8457000000000001,0.44042000000000003
208,Internee110212074,6,516,12091,598,0.7630199999999999,0.06700001194029746,39.4,8.8,80.2,0.9031399999999999,0.6671400000000001
209,Pie107625493,5,450,9764,491,0.45630000000000004,0.07368011943529952,66.2,9.2,32.0,0.77598,0.32463999999999993
210,User110741590,76,7538,214183,7975,0.6603399999999999,0.09155749232039945,758.8,76.2,836.2,0.91584,0.52532
211,Visionary110756641,32,3195,99996,3532,0.5657400000000001,0.20933941434904227,383.0,42.6,323.4,0.8631,0.44833999999999996
212,Cosmologist109819667,24,2394,71550,2646,0.8333999999999999,0.07090548638857222,128.2,31.0,401.0,0.9285,0.7629400000000001
213,Ingredient103570709,12,1159,34049,1250,0.39425999999999994,0.09738473391656415,184.0,14.4,66.0,0.8167200000000001,0.26539999999999997
214,Drive104835724,6,529,15919,658,0.73956,0.03894316884897784,48.6,10.0,83.0,0.8950400000000001,0.6336600000000001
215,Sedative104166553,6,594,11527,784,0.7112999999999999,0.045424530817609984,60.8,16.2,96.0,0.86006,0.6108800000000001
216,Tube104494204,9,822,21685,954,0.47000000000000003,0.061933964833522495,124.6,22.8,66.2,0.74596,0.34521999999999997
217,MalignantTumor114239425,5,433,10513,499,0.56558,0.18588785221202594,54.0,11.0,45.8,0.7789399999999999,0.46176000000000006
218,Blockage102853449,5,421,11022,447,0.54832,0.1105528543276925,53.2,4.2,36.2,0.8913399999999999,0.40428
219,Semanticist110577820,9,851,25206,985,0.75548,0.10902253711962495,70.2,7.6,126.8,0.94374,0.6429
220,PlantFamily111744583,8,762,16582,882,0.75656,0.08810551855587707,63.8,7.2,112.6,0.94278,0.64126
221,Drive103242713,7,617,18496,793,0.8111,0.04034040158451574,42.6,11.6,116.0,0.90886,0.7338
222,Squirrel102355227,6,596,14932,925,0.8977,0.019935997592295206,22.8,13.6,162.2,0.92402,0.8737200000000002
223,Peerage108388636,20,1967,62542,2452,0.8300000000000001,0.06798023242090304,110.8,46.0,379.6,0.89168,0.78088
224,Distributor110018861,18,1748,48103,1806,0.24064000000000005,0.07519842019617166,306.2,29.0,55.0,0.66424,0.15238000000000002
225,Rig104091097,9,865,24114,1093,0.59624,0.09819331138117303,112.0,27.2,106.6,0.7971,0.4859399999999999
226,Spot104286128,42,4138,97426,4593,0.8374400000000002,0.13016508902159596,211.0,56.8,707.6,0.92164,0.78506
227,Salamander101629276,3,257,5808,356,0.75936,0.04643363436131183,21.8,9.6,49.4,0.8379999999999999,0.69968
228,Orator110380672,43,4212,138288,4633,0.7168,0.08949160854515914,371.6,56.4,555.0,0.9071999999999999,0.6010199999999999
229,Parachutist110397482,9,821,26157,840,0.74168,0.2590826308342572,56.0,5.0,112.0,0.9657,0.67104
230,Sea109426788,98,9757,303021,12048,0.93904,0.005468674428049249,181.4,107.0,2228.2,0.95428,0.92448
231,Atmosphere114524849,12,1108,27695,1398,0.66984,0.04285746609401916,120.6,36.8,159.0,0.8175399999999999,0.57176
232,Visitor110757193,39,3882,115819,5368,0.92964,0.03970897127854108,114.2,24.4,959.4,0.97416,0.8908200000000001
233,Convict109962966,3,276,8558,304,0.71192,0.0738201977781149,21.4,11.0,39.4,0.8088200000000001,0.6475199999999999
234,Accordionist109761310,20,1988,52444,2087,0.4842000000000001,0.11834520691603864,275.8,13.6,141.6,0.9063800000000001,0.33824
235,Lama110243664,13,1242,34447,1752,0.7516999999999999,0.03767126225652653,104.0,57.2,246.6,0.8131600000000001,0.7026800000000001
236,Program105899087,13,1245,35849,1442,0.66768,0.1584172894604626,121.2,30.2,167.2,0.83802,0.5806600000000001
237,Spring115237044,2,167,4125,184,0.36176,0.07042694370764646,27.0,7.6,9.8,0.5742800000000001,0.2665
238,Autobiography106516087,5,426,12099,429,0.39084,0.14373351175004387,61.0,11.4,24.8,0.68862,0.2890400000000001
239,DerivedFunction106014730,3,248,5833,267,0.53108,0.13113813175426892,31.2,6.8,22.2,0.75208,0.4184
240,TreasureTrove113371355,2,189,4756,198,0.5727,0.10858754993091978,22.0,3.6,17.6,0.81882,0.44424
241,Cleric109928136,18,1702,46070,1900,0.67072,0.10754655550039713,157.4,51.6,222.8,0.8025800000000001,0.5814600000000001
242,Effect105917477,17,1689,49666,1855,0.55998,0.13884106597113116,201.2,49.6,169.8,0.76144,0.45565999999999995
243,Transducer104470953,9,868,22833,970,0.42544000000000004,0.11700679638379988,133.0,22.8,61.0,0.72966,0.31057999999999997
244,SocialAnthropologist110618465,9,804,23836,894,0.73274,0.06543749995224453,68.0,10.8,110.8,0.9112199999999999,0.61778
245,Concoction107882497,6,565,11496,655,0.48026,0.0743950159620925,84.0,14.8,47.0,0.7603800000000001,0.35700000000000004
246,Knife103623556,5,401,10474,444,0.38068,0.07708806392691414,65.6,8.0,23.2,0.7495200000000001,0.26046
247,Wing102151625,11,1085,24294,1175,0.76264,0.030148538936406205,74.2,25.4,160.8,0.8629200000000001,0.68398
248,Compositor109949946,15,1441,41375,1622,0.78496,0.07860897149816932,100.2,21.4,224.2,0.9121,0.69662
249,Pastry107622708,5,450,9764,491,0.45630000000000004,0.07368011943529952,66.2,9.2,32.0,0.77598,0.32463999999999993
250,Shore109433442,26,2511,76889,2682,0.7149800000000001,0.10149150506323176,210.0,39.2,326.6,0.8899999999999999,0.60784
251,Mare102377480,7,677,17396,830,0.7611600000000001,0.04483046285730274,57.4,10.0,108.6,0.91448,0.6534
252,Poison115032376,6,556,14094,603,0.42666000000000004,0.114553456517034,83.4,11.0,37.2,0.7704599999999999,0.30489999999999995
253,Microscope103760671,6,589,14851,698,0.6645800000000001,0.06473547404630631,57.8,24.6,81.8,0.77294,0.58494
254,Model103777283,3,284,7565,302,0.26372,0.07534375621111546,50.6,3.0,9.8,0.7658400000000001,0.16118000000000002
255,Supercomputer104358117,9,839,21326,1050,0.6026,0.14570346598485567,108.0,16.8,102.0,0.8445599999999999,0.4821
256,Aldehyde114584765,4,333,6968,385,0.67438,0.10297843269345286,32.4,9.6,44.6,0.8308199999999999,0.57654
257,Bumblebee102209624,1,98,2524,158,0.7112399999999999,0.07628416873768765,12.4,2.6,19.2,0.8827,0.6029800000000001
258,WaterSport100441824,25,2457,57405,2684,0.68916,0.2572720552255919,205.4,41.8,331.4,0.87056,0.63116
259,Imidazole114916670,3,246,5171,274,0.57588,0.09269514334634799,30.6,3.8,24.2,0.8735199999999999,0.44201999999999997
260,Blacksmith109859152,3,295,7565,298,0.21186,0.06381440589710131,52.0,4.0,7.6,0.64052,0.12752
261,Manual106421685,6,513,14957,576,0.53142,0.06780968662366757,67.8,14.4,47.4,0.76844,0.41218000000000005
262,RotaryEngine104110654,7,636,16329,666,0.65042,0.20646269784152294,56.0,18.4,77.2,0.7955599999999999,0.58624
263,Decoder109995398,22,2193,64871,2469,0.7321,0.1353447893344993,185.2,26.4,308.6,0.9212,0.62744
264,Expedition100968479,25,2458,74107,2728,0.73506,0.07922135065750897,191.4,57.0,354.2,0.8585,0.6478200000000001
265,AngiospermousTree113109733,7,644,18609,801,0.6882199999999999,0.12491974063373652,67.0,14.2,93.2,0.8615999999999999,0.58526
266,Sloop104242408,4,373,11604,391,0.8272400000000001,0.07059262284403378,17.8,7.2,60.4,0.89326,0.7754200000000001
267,Officer110371741,12,1102,34718,1305,0.6226200000000001,0.075703511147106,127.2,29.6,133.8,0.82606,0.51078
268,Bicycle102834778,5,488,12398,540,0.34286,0.16892100639056115,82.0,8.2,26.0,0.7191,0.23748
269,DaySchool108411585,8,709,17374,787,0.71892,0.17112197287315267,57.2,17.6,100.2,0.8388200000000001,0.65208
270,Brain105481095,14,1362,33387,2191,0.78132,0.016805879923407766,120.2,58.4,318.0,0.84672,0.72604
271,Cheerleader109913593,7,611,14907,660,0.41129999999999994,0.1738822590145412,92.8,12.0,39.2,0.73776,0.30174
272,Pachyderm102453108,5,412,10667,476,0.57672,0.10007340106142092,50.6,13.2,44.6,0.7659,0.4708
273,Sulfide115063699,3,259,5632,281,0.6864,0.10076848713759674,22.2,7.4,34.0,0.81562,0.6025200000000001
274,Fastener103323703,9,838,19446,913,0.5792,0.08470704811289319,94.6,29.6,88.0,0.7464999999999999,0.4802199999999999
275,WadingBird102000954,20,1976,27695,2365,0.8160000000000001,0.1959155226111499,110.8,12.8,362.2,0.9678800000000001,0.74866
276,MixedDrink107911371,6,540,11452,702,0.62878,0.014362088984545393,68.8,15.8,71.6,0.82118,0.50972
277,Connection113791389,4,346,8430,395,0.63832,0.11771591905940336,38.0,6.0,41.0,0.8657400000000001,0.51404
278,DefensiveStructure103171356,26,2554,69890,2746,0.62068,0.07957611199348709,278.0,47.0,271.2,0.8493400000000001,0.4942399999999999
279,Speechwriter110631654,4,386,12579,416,0.65666,0.05531985538665119,40.8,3.0,42.4,0.93506,0.50936
280,Hotelier110187990,15,1494,42712,1530,0.71162,0.216049979402915,114.0,17.2,192.0,0.9056000000000001,0.63224
281,AreaCode106354626,5,457,11230,630,0.8243599999999999,0.03472253446970715,24.4,18.4,101.8,0.84568,0.8046599999999999
282,Maneuver100168237,8,772,20986,900,0.49173999999999995,0.06952506310676747,115.2,16.8,64.8,0.7921799999999999,0.36032
283,Creation100908492,6,535,14649,552,0.40324,0.2651437693026182,74.8,8.2,35.6,0.76348,0.31936
284,Prospector110485298,3,286,6730,315,0.7130400000000001,0.08406448953035996,23.2,8.0,39.8,0.8293800000000001,0.6286400000000001
285,EdgeTool103265032,5,434,11533,477,0.38668,0.06003197148186957,70.8,6.6,24.6,0.79898,0.259
286,TankDestroyer104389718,6,517,13533,655,0.6298199999999999,0.06311273722474729,62.6,16.4,68.4,0.8010999999999999,0.51996
287,Paradigm113804375,30,2950,81565,3420,0.60504,0.11972402599311467,346.6,84.2,337.4,0.79374,0.50076
288,Lack114449405,11,1088,28051,1233,0.6167800000000001,0.04851929100883484,122.6,31.4,124.0,0.7983800000000001,0.5028400000000001
289,Spirit114526182,9,835,19919,1120,0.69452,0.0799046281513155,91.0,20.6,133.0,0.8657599999999999,0.58884
290,Analysand109790188,29,2812,91061,3140,0.82344,0.12547357650119012,168.2,16.6,459.8,0.96456,0.73698
291,TradingCard104465795,2,125,2933,144,0.48514,0.14955537569743188,17.2,6.2,11.6,0.6577,0.39658
292,DoubleAgent110027476,6,517,15636,599,0.4819,0.17178148910752872,73.6,9.4,46.2,0.7987,0.36124
293,Succession101010458,6,543,12575,916,0.8827400000000001,0.0112695341518627,25.0,17.0,158.2,0.9038599999999999,0.86316
