,entity_type,N_fold0,N_fold1,N_fold2,N_fold3,N_fold4,N_avg,N_std
488,Durables103257877,0.3918,0.36450000000000005,0.5747,0.39380000000000004,0.5301,0.45098000000000005,0.08463714078346454
489,Curse107125096,0.5590999999999999,0.6058,0.8088,0.5381,0.4211,0.58658,0.12668088095683577
490,Appliance102729837,0.4171,0.4435,0.5214,0.5023,0.48479999999999995,0.47382,0.03829357126202776
491,Strike101243674,0.5678,0.6415000000000001,0.6256,0.7745000000000001,0.7097,0.6638200000000001,0.0714616372608409
492,JobAction101242164,0.5617,0.6364,0.6484000000000001,0.7706000000000001,0.7509999999999999,0.67362,0.07738248897521971
493,Therapy100661091,0.6623,0.5753,0.48619999999999997,0.5466,0.5686,0.5678,0.05673647856538156
494,FungusFamily111590783,0.9375,0.9453,0.8919,0.8571,0.9381,0.9139800000000001,0.03417240992379673
495,RadialEngine104040373,0.7666,0.7852,0.7809999999999999,0.6644,0.7321,0.74586,0.04480551751737725
496,Rocket104099175,0.48719999999999997,0.4413,0.5053,0.64,0.5714,0.52904,0.06945354130640136
497,Meal107573696,0.4019,0.7675,0.4224,0.32049999999999995,0.3575,0.45396000000000003,0.16070451891592843
498,Burglar109880741,0.6442,0.7818999999999999,0.8755,0.8287,0.581,0.7422599999999999,0.11172882528694195
499,DueProcess101181475,0.7592,0.29710000000000003,0.6169,0.4951,0.6505,0.56376,0.1577125435721585
500,Cheerleader109913593,0.5204,0.5281,0.5887,0.6359,0.7352,0.60166,0.0789778855123382
501,Output100914632,0.3732,0.415,0.5489,0.645,0.42469999999999997,0.48136,0.10065017834062692
502,Crop113085864,0.39409999999999995,0.42310000000000003,0.488,0.6369,0.44630000000000003,0.47768,0.08533089475682298
503,Hagiographer110155692,0.524,0.6667000000000001,0.698,0.44630000000000003,0.2759,0.52218,0.15376191205887108
504,StockIndex106641924,0.7138,0.7474,0.7312000000000001,0.7211,0.7704000000000001,0.73678,0.020239407105940656
505,Preservative114997529,0.4481,0.4531,0.4706,0.49670000000000003,0.3096,0.43562,0.06526363152629497
506,Veterinarian110749715,0.7922,0.6138,0.7863,0.7718,0.6667000000000001,0.72616,0.07241736255898856
507,Drive103242713,0.7798999999999999,0.7475,0.7138,0.8387,0.7406999999999999,0.76412,0.04282057449404433
508,Calculation105802185,0.5299,0.47240000000000004,0.556,0.6694,0.6356,0.5726600000000001,0.07138362837513934
509,Additive102679788,0.5286,0.6506000000000001,0.46590000000000004,0.3846,0.5301,0.51196,0.0873717254035881
510,Cove109257761,0.8345,0.9091,0.9097,0.875,0.8370000000000001,0.87306,0.0329615897674854
511,Production100913705,0.3448,0.406,0.5625,0.6352,0.43320000000000003,0.47634,0.1065566440913001
512,Aqueduct102732433,0.7406999999999999,0.6395000000000001,0.7326,0.772,0.62,0.70096,0.05993144750462814
513,PersonalDigitalAssistant103918737,0.5382,0.3429,0.7532,0.7855,0.7003,0.62402,0.1643018125280424
514,Astrophysicist109819291,0.8351999999999999,0.7521,0.8014,0.7491,0.1412,0.6557999999999999,0.2592973042667432
515,Citation106763681,0.2991,0.433,0.7048000000000001,0.6411,0.3529,0.48618000000000006,0.15961548045224186
516,Note106763273,0.3652,0.5188,0.7265,0.6058,0.3934,0.5219400000000001,0.1341470178572748
517,MathematicalSpace108001685,0.5664,0.5878,0.5463,0.8477,0.6087,0.63138,0.11015348201486869
518,Set107999699,0.5374,0.6593000000000001,0.5664,0.8454999999999999,0.5622,0.63416,0.11351543683570087
519,Fly102190166,0.7009000000000001,0.7754000000000001,0.6374,0.6455,0.5389,0.65962,0.07794288678256665
520,DipterousInsect102188699,0.7170000000000001,0.7402,0.598,0.6524,0.6049,0.6625,0.05759784718199111
521,Liquor107901587,0.5428000000000001,0.6643000000000001,0.7148,0.7093,0.5352,0.63328,0.07898494540100665
522,Usher110741821,0.8913,0.7705,0.6324000000000001,0.5134000000000001,0.5752,0.67656,0.13695483343058756
523,Filter103339643,0.6296,0.3871,0.5724,0.5333,0.39409999999999995,0.5033000000000001,0.09700884495756047
524,Algebraist109784043,0.7986,0.7915000000000001,0.7364,0.763,0.7116,0.76022,0.032834396598689
525,Publicist110490699,0.6022,0.7643000000000001,0.7161,0.6842,0.4815,0.6496600000000001,0.09927724009056661
526,Loch109341987,0.9173,0.8865000000000001,0.9207,0.8301999999999999,0.8623999999999999,0.8834199999999999,0.03412139504768235
527,RotaryEngine104110654,0.4,0.6136,0.7954000000000001,0.7565000000000001,0.41700000000000004,0.5965,0.16509761960730993
528,HighPriest110175248,0.5151,0.6667000000000001,0.5276,0.6707,0.6295000000000001,0.60192,0.06745215786021973
529,Turbine104498523,0.3779,0.6164999999999999,0.8387,0.7733,0.4629,0.61386,0.17575389156431215
530,Cutter103154073,0.46909999999999996,0.3458,0.4395,0.46509999999999996,0.49479999999999996,0.44286000000000003,0.05160010077509538
531,CupFinal107467027,0.8931999999999999,0.9104000000000001,0.8295999999999999,0.812,0.8702,0.8630799999999998,0.03722141319187117
532,Tribune110728828,0.7867000000000001,0.6643000000000001,0.6598,0.7273000000000001,0.8109999999999999,0.72982,0.06168881260001683
533,Ligament105295381,0.7703,0.9073,0.8865999999999999,0.583,0.8795999999999999,0.80536,0.12097640431092338
534,Theosophist110707134,0.8339,0.6245,0.7718,0.7755,0.6516,0.73146,0.07984842139954927
535,AngiospermousTree113109733,0.6304,0.6840999999999999,0.6667000000000001,0.7147,0.7154,0.68226,0.03189223102888854
536,Comment106762711,0.4324,0.7119,0.34450000000000003,0.5619,0.6261,0.5353600000000001,0.1320096905533832
537,Resin114894140,0.6496,0.47740000000000005,0.7953,0.4637,0.6942,0.61604,0.1279045988227163
538,MajorityLeader110283824,0.8392000000000001,0.8456,0.6851,0.7069,0.7973,0.7748200000000001,0.0668172851887893
539,Wind111525955,0.2899,0.6799,0.8425,0.8315,0.716,0.67196,0.20125074509178842
540,Clock103046257,0.512,0.6917,0.49119999999999997,0.4411,0.5166,0.53052,0.08492084314230518
541,Shirt104197391,0.5613,0.5831000000000001,0.3383,0.6074,0.6644,0.5509000000000001,0.11173026447655085
542,Tooth105282746,0.5306000000000001,0.6563,0.42450000000000004,0.5101,0.3677,0.49784000000000006,0.09863901053842743
543,Ellipse113878306,0.5751,0.583,0.4362,0.6246,0.504,0.54458,0.06663891955906849
544,Circle113873502,0.5871999999999999,0.5431,0.5443,0.5466,0.5238,0.549,0.02076988204107088
545,Difference104748836,0.8151,0.8175,0.9438,0.7352,0.7138,0.8050799999999999,0.08088652298127297
546,Pipe103945615,0.6472,0.7165,0.732,0.8564,0.7419,0.7388,0.06748845827250763
547,Sailboat104128499,0.4174,0.5,0.6323,0.4758,0.3057,0.46624,0.10673845792403035
548,Chloride115017604,0.5579,0.7925,0.7707999999999999,0.7767000000000001,0.7452,0.72862,0.08670837099150232
549,Battery108389572,0.6291,0.7412000000000001,0.6903,0.7637999999999999,0.6829000000000001,0.70146,0.04726633474260511
550,Woodpecker101838598,0.9248999999999999,0.9670000000000001,0.9666,0.9527,0.9240999999999999,0.9470600000000001,0.019128261813348382
551,Criticism106710546,0.39590000000000003,0.8278,0.6578,0.583,0.4432,0.5815400000000001,0.15495926690585496
552,Disapproval106709533,0.44439999999999996,0.7816,0.6614,0.6053000000000001,0.5438000000000001,0.6073000000000001,0.1130309338190214
553,LegislativeAct106564387,0.6779999999999999,0.6911,0.7393000000000001,0.7153,0.7231000000000001,0.70936,0.022078731847640205
554,PlantMaterial114991712,0.5666,0.4982,0.45890000000000003,0.4808,0.4261,0.48612,0.04689261775588989
555,Overgarment103863923,0.5934,0.6446,0.6940000000000001,0.5359,0.7429000000000001,0.6421600000000001,0.07281567413682306
556,Ratite101517565,0.8022,0.6111,0.7262000000000001,0.7722,0.778,0.7379399999999999,0.06802074977534431
557,Convict109963159,0.7425,0.7902,0.6875,0.8059999999999999,0.4941,0.70406,0.11282458242776705
558,SexOffender110584973,0.738,0.7623000000000001,0.6617000000000001,0.8070999999999999,0.49,0.6918200000000001,0.11138045429966605
559,Outstation108613985,0.8161,0.8943000000000001,0.8571,0.8896999999999999,0.8220000000000001,0.8558399999999999,0.032715965521439204
560,Perturbation107428450,0.5433,0.5379,0.7415,0.7687999999999999,0.49560000000000004,0.61742,0.11399041012295726
561,Topology105730365,0.7190000000000001,0.8603000000000001,0.5839,0.5802,0.3709,0.62286,0.16275272778051988
562,Operetta107027090,0.8065000000000001,0.795,0.8741,0.8924,0.8220999999999999,0.83802,0.038357862297057135
563,Fallacy105893916,0.7322,0.5897,0.6689,0.6403,0.7299,0.6721999999999999,0.05433974604283681
564,Laminitis114348895,0.44939999999999997,0.8698999999999999,0.8253,0.6422,0.2146,0.6002799999999999,0.24355700277347803
565,Archivist109806944,0.7958,0.6713,0.7569,0.7095,0.6944,0.7255799999999999,0.04491963490501674
566,Vivarium104539203,0.682,0.7543000000000001,0.7164,0.6033,0.7508,0.70136,0.05561246622835571
567,Minivan103770679,0.6812999999999999,0.7418,0.7282,0.851,0.8095,0.7623599999999999,0.06039796685319799
568,Van104520170,0.7259,0.7345,0.754,0.8536,0.7829,0.7701800000000001,0.0460787760254111
569,PassengerVan103896419,0.6352,0.7918000000000001,0.6685,0.8366,0.7642,0.73926,0.07575353721114284
570,UnionRepresentative110738515,0.6712,0.7831999999999999,0.8219,0.7826000000000001,0.7132999999999999,0.75444,0.05439185968506684
571,Budget113421832,0.5882000000000001,0.38939999999999997,0.616,0.6552,0.6729,0.5843400000000001,0.1018654720697843
572,Organizer110383505,0.6238,0.8284,0.8312,0.7823,0.7138,0.7558999999999999,0.07854440782130832
573,Gymnosperm111596108,0.7841,0.8172,0.7568,0.7071,0.6095,0.7349400000000001,0.07234850654989362
574,Mare102377480,0.7893000000000001,0.7870999999999999,0.7706000000000001,0.7081000000000001,0.6875,0.74852,0.04241737379895177
575,ToothedWhale102066707,0.7043,0.8724,0.6404000000000001,0.5692,0.7763,0.71252,0.10529861157679143
576,SpiralGalaxy108271457,0.7308,0.7612000000000001,0.768,0.787,0.7794,0.76528,0.019411584170283474
577,Gear103431243,0.5028,0.5196999999999999,0.7055,0.5155,0.4752,0.54374,0.08235961631770755
578,Machine103700963,0.5494,0.406,0.332,0.34149999999999997,0.3173,0.38924000000000003,0.08563061602020622
579,Shape105064037,0.4697,0.4422,0.4643,0.44,0.5376,0.47075999999999996,0.035418334235251654
580,Usurper110742546,0.7514,0.7833,0.6548,0.7662,0.7147,0.73408,0.045640306747435404
581,Judiciary108166187,0.629,0.6823999999999999,0.6347,0.4462,0.6315999999999999,0.6047800000000001,0.08169896939374448
582,Reasoning105772356,0.5878,0.7619,0.48460000000000003,0.4781,0.4597,0.55442,0.11298993583501142
583,Generator103434188,0.4167,0.4265,0.6059,0.8361,0.5,0.55704,0.1550814959948478
584,Finance101098698,0.6715000000000001,0.6324000000000001,0.5246,0.5593,0.37450000000000006,0.55246,0.10300839965750368
585,Partisan110402086,0.8454,0.8859999999999999,0.7823,0.7382,0.779,0.80618,0.05261126875489697
586,ComplexNumber113729428,0.6073,0.5176,0.4622,0.3962,0.5688,0.51042,0.07512241742649126
587,Car102959942,0.5519,0.4875,0.589,0.6503,0.5347,0.56268,0.05462806604667605
588,Cipher106254239,0.8044,0.7914,0.8027,0.8366,0.7695000000000001,0.80092,0.021754024914943885
589,Solution114589223,0.4511,0.3373,0.6611,0.3814,0.39649999999999996,0.44548,0.11378204427764516
590,Foreigner110103485,0.4816,0.4841,0.461,0.5154,0.5440999999999999,0.49723999999999996,0.029176195776694367
591,Formulation114873641,0.5287,0.4985,0.4951,0.5328,0.44520000000000004,0.5000600000000001,0.03139685334551855
592,NuclearReactor103834040,0.48479999999999995,0.3942,0.5028,0.5428999999999999,0.5455,0.49404000000000003,0.055073717869778854
593,PipelineCompany108069487,0.6335999999999999,0.8713,0.6182,0.5902000000000001,0.5811,0.6588800000000001,0.10787295119723016
594,Stairway104298308,0.4235,0.6833,0.8608,0.7593000000000001,0.3831,0.6220000000000001,0.1876751874915808
595,Ring104981658,0.3347,0.4982,0.5128,0.5650999999999999,0.43090000000000006,0.46834,0.07936272676767096
596,DaySchool108411585,0.4582,0.6103000000000001,0.772,0.8771,0.8138,0.70628,0.1521939473172307
597,Criminologist109978442,0.7837999999999999,0.7931999999999999,0.8445999999999999,0.955,0.7442,0.82416,0.07282575368645354
598,CommunicationsSatellite103077741,0.5544,0.6224000000000001,0.7342,0.6275,0.5801,0.6237199999999999,0.061530200714770944
599,Position106208751,0.1435,0.42060000000000003,0.5663,0.5068,0.4557,0.41858000000000006,0.14605132522507286
600,Brokerage108069878,0.5324,0.8115000000000001,0.8961,0.7622,0.5297999999999999,0.7064,0.14940501999598277
601,Cowboy109972661,0.6869,0.5,0.8387,0.843,0.6284000000000001,0.6994,0.1303710550697508
602,RanchHand110506544,0.6798000000000001,0.4292,0.8533,0.8456999999999999,0.6573,0.69306,0.15495323939821323
603,Ayatollah109826945,0.7437,0.7595999999999999,0.7598999999999999,0.7965000000000001,0.7988,0.7716999999999999,0.02199590871048525
604,Wright110793570,0.8428,0.6446999999999999,0.7742,0.7863,0.7348,0.75656,0.06575580886887486
605,Bard109839022,0.6862,0.7442,0.7987000000000001,0.7223999999999999,0.7126,0.73282,0.03784317111448249
606,Retailer110525436,0.3107,0.2705,0.1198,0.384,0.3688,0.29076,0.09467769747939585
607,OpticalPhenomenon111490638,0.6856,0.6618,0.6333,0.8792,0.5908,0.6901399999999999,0.09966611460270736
608,Filicide110088101,0.9034,0.8656,0.5987,0.8935,0.6087,0.7739800000000001,0.1396204483591139
609,BloodVessel105417975,0.7228,0.7384999999999999,0.7094,0.7990999999999999,0.6713,0.7282200000000001,0.04184043020811327
610,ChangeOfLocation107311115,0.5650999999999999,0.6221,0.7308,0.5865,0.6408,0.62906,0.05734026857279272
611,Century115205532,0.9248999999999999,0.9097,0.877,0.9162,0.8667,0.8988999999999999,0.022840227669618334
612,SexualAssault100774107,0.4029,0.6857,0.6367,0.7068000000000001,0.6159,0.6096,0.10838638290855547
613,StatutoryOffense100774796,0.4188,0.7404999999999999,0.6512,0.6795,0.5896,0.61592,0.10986929325339267
614,Conductor114821043,0.43119999999999997,0.5489999999999999,0.46049999999999996,0.6238,0.48109999999999997,0.50912,0.06922783833112227
615,Semiconductor114821248,0.4,0.5852,0.5502,0.6278,0.446,0.5218400000000001,0.08560723333924536
616,Persecution100420477,0.5870000000000001,0.5571,0.8562000000000001,0.8523000000000001,0.6714,0.7048,0.12766040889798216
617,Pogrom100421210,0.6352,0.5765,0.8503000000000001,0.8852,0.6643000000000001,0.7223,0.122579329415689
618,Sauce107829412,0.4518,0.6667000000000001,0.6859999999999999,0.644,0.5737,0.6044400000000001,0.08524934251945877
619,FolkDancing100537682,0.5987,0.478,0.5042,0.64,0.5941,0.563,0.06140543949846789
620,Berry107742704,0.7028,0.6934999999999999,0.7753,0.691,0.5596,0.6844399999999999,0.06971767638124494
621,Register106507041,0.7284999999999999,0.5897,0.6154,0.8371999999999999,0.6277,0.6797,0.09178908431834362
622,MilitaryUniform103763968,0.6646,0.5676,0.4841,0.5706,0.5939,0.57616,0.057819671393047535
623,Synapsid101719403,0.8493999999999999,0.8631,0.8873000000000001,0.8715,0.8276,0.8597800000000001,0.020243655796322993
624,Handicraft103485655,0.47350000000000003,0.8656,0.6873,0.4905,0.31620000000000004,0.56662,0.19033048520928011
625,TransitLine104472098,0.8891,0.9165000000000001,0.9388,0.8765000000000001,0.8515,0.89448,0.030491467659002566
626,BabyDoctor109828760,0.7474,0.6997,0.7404999999999999,0.7569,0.637,0.7162999999999999,0.04419334791572142
627,Zither104615226,0.7768999999999999,0.8029999999999999,0.8845000000000001,0.8684999999999999,0.6376,0.7941,0.08783486779178304
628,CoordinateSystem105728024,0.6018,0.3823,0.5404,0.6667000000000001,0.4982,0.53788,0.09640160579575427
629,PlantFamily111744583,0.503,0.5909,0.4326,0.8652,0.8276,0.64386,0.1732217492118123
630,Mausoleum103732114,0.5828,0.7734000000000001,0.6243,0.6513,0.4765,0.6216600000000001,0.09642826556565252
631,PiciformBird101838038,0.9270999999999999,0.9409000000000001,0.9440000000000001,0.9514,0.9111,0.9349000000000001,0.014271229799845584
632,Keeper110229498,0.5337,0.5276,0.6181,0.5819,0.5688,0.56602,0.03314485782138763
633,Stereotype105927586,0.429,0.5091,0.531,0.5587,0.23329999999999998,0.45221999999999996,0.11768156015281239
634,Personification110418101,0.4459,0.4249,0.5156000000000001,0.7372,0.4473,0.51418,0.11562521178358982
635,Maneuver100168237,0.381,0.5478000000000001,0.517,0.6051,0.4267,0.49552000000000007,0.08130607357387269
636,Diol114835980,0.6254,0.5545,0.6962,0.5342,0.5586,0.5937800000000001,0.059699259626899905
637,PrimeNumber113594302,0.8476,0.8618000000000001,0.7464,0.8291,0.8316,0.8233,0.040221586244204785
638,Prime113594005,0.8262,0.8752,0.7618,0.8729,0.8134,0.8299,0.042011046166454825
639,Demonstration101177703,0.5846,0.5315,0.6801,0.5,0.5054,0.5603199999999999,0.06696576438748388
640,Abbey102667576,0.6829000000000001,0.8389,0.7748,0.7051999999999999,0.8306999999999999,0.7665,0.06352785215950557
641,Insurgent110210137,0.6859999999999999,0.5844,0.7918999999999999,0.6006,0.574,0.64738,0.08236140843866134
642,Promenade104010205,0.4336,0.6625,0.5787,0.5845,0.5234000000000001,0.5565399999999999,0.07577974927380005
643,Secularist110574538,0.6,0.7434999999999999,0.784,0.7692,0.5015999999999999,0.6796599999999999,0.11048155683189845
644,ConicSection113872975,0.429,0.5225,0.5325,0.4669,0.578,0.5057799999999999,0.052184419130617894
645,Well104572344,0.505,0.5236999999999999,0.5326,0.5159,0.32280000000000003,0.48,0.07912281592562286
646,Control100803617,0.5056,0.43700000000000006,0.5401,0.6231,0.5043,0.52202,0.06059054051582638
647,Stimulation105827684,0.6446,0.7187,0.3106,0.7970999999999999,0.7181000000000001,0.63782,0.17057283957301056
648,Ferry103329663,0.6061,0.6207,0.6074,0.6299,0.7365,0.64012,0.04898703501948246
649,TributeAlbum106592421,0.7962,0.5437,0.8343,0.8896,0.6195,0.7366599999999999,0.13223407427739645
650,Addition102679415,0.5153,0.35109999999999997,0.479,0.27699999999999997,0.22899999999999998,0.37028,0.11124738918284778
651,GallinaceousBird101789386,0.6474,0.8042,0.7487,0.8138,0.6789000000000001,0.7386,0.06624490923837091
652,Organophosphate114969994,0.7907,0.6960999999999999,0.6987000000000001,0.8462999999999999,0.5504,0.7164400000000001,0.10067360329301817
653,Timepiece104437953,0.3933,0.529,0.484,0.5,0.5706,0.49537999999999993,0.05892287840898475
654,SocialAnthropologist110618465,0.8421,0.7415999999999999,0.7020000000000001,0.882,0.8636,0.80626,0.0712179640259394
655,Nut113136556,0.639,0.573,0.4457,0.6096,0.5821000000000001,0.56988,0.06623441401567617
656,EdibleNut107737081,0.6389,0.5758,0.4457,0.65,0.5913,0.58034,0.07287036709115717
657,Vector105864577,0.5501,0.4315,0.7152,0.6053000000000001,0.5263,0.5656800000000001,0.09351338727690275
658,Devotion107544491,0.6082,0.8423999999999999,0.6459,0.7717,0.5770000000000001,0.68904,0.10129273616602523
659,Love107543288,0.6047,0.8501000000000001,0.6562,0.7833,0.6029,0.6994400000000001,0.09989621814663457
660,Parachutist110397482,0.892,0.948,0.955,0.9509000000000001,0.7182999999999999,0.89284,0.09026890051396441
661,Skydiver110608188,0.8906999999999999,0.948,0.9383,0.9231,0.7440000000000001,0.8888199999999999,0.07496936440973735
662,Tube104494204,0.48119999999999996,0.6514,0.5061,0.6167,0.5493,0.56094,0.06448809502536108
663,Tensor105864481,0.6739,0.6462,0.6089,0.6057,0.5376,0.61446,0.04594703907761633
664,ChemicalPhenomenon111409059,0.495,0.4265,0.4706,0.5931000000000001,0.49560000000000004,0.49616000000000005,0.054598263708656544
665,Cereal112141495,0.5455,0.655,0.456,0.58,0.6175999999999999,0.57082,0.0680935356696948
666,Interchange103577818,0.4218,0.7515000000000001,0.6859999999999999,0.7903,0.765,0.68292,0.1350288472882739
667,Storyline106373645,0.7531,0.6859000000000001,0.8146,0.7267,0.6859000000000001,0.7332400000000001,0.04803913404714949
668,Plot106373314,0.7565999999999999,0.733,0.8168000000000001,0.6815000000000001,0.578,0.71318,0.08036477835469966
669,Good105159725,0.4097,0.4,0.4693,0.2564,0.6445000000000001,0.43598,0.12555874163115846
670,Countertenor109970295,0.5935,0.518,0.7576,0.5386,0.3525,0.5520400000000001,0.13048326482733333
671,Alto109786115,0.599,0.5303,0.7147,0.551,0.382,0.5554,0.10769807797727868
672,Request107185325,0.495,0.6603,0.6831999999999999,0.66,0.4742,0.5945400000000001,0.09039901769377805
673,Spirit114526182,0.6371,0.7537,0.5437,0.6798000000000001,0.5948,0.6418200000000001,0.07186140549697038
674,Carpenter109896685,0.5199,0.7820999999999999,0.7301000000000001,0.7605,0.6014,0.6788000000000001,0.10121011807126791
675,Ape102470325,0.7452,0.705,0.7273000000000001,0.6698999999999999,0.6812,0.7057200000000001,0.02796135905137661
676,Fastener103323703,0.49369999999999997,0.5733,0.6648000000000001,0.654,0.7016,0.61748,0.0747294158949473
677,Supercomputer104358117,0.34159999999999996,0.6667000000000001,0.6217,0.6981,0.5211,0.56984,0.12883402656130877
678,Advantage105155821,0.5311,0.4,0.4632,0.34020000000000006,0.6537000000000001,0.47764000000000006,0.1086106182654348
679,Glycoprotein114888310,0.6164999999999999,0.6364,0.7253000000000001,0.7781999999999999,0.6653,0.68434,0.059582635054183354
680,BodyCovering105237755,0.5484,0.44530000000000003,0.7202,0.8896,0.4746,0.6156200000000001,0.16698268652767564
681,MolecularBiologist110327143,0.8613,0.8286,0.7748999999999999,0.8351999999999999,0.784,0.8168,0.03252537470960173
682,Semanticist110577820,0.8247,0.8406,0.7687999999999999,0.7868999999999999,0.8373999999999999,0.81168,0.028705915766615096
683,Fisherman110093658,0.75,0.7609,0.8908,0.7212999999999999,0.5891,0.7424199999999999,0.09630022637564258
684,Eatage107801091,0.5296,0.6328,0.6206,0.5915,0.6414,0.6031799999999999,0.04047717381438582
685,Prayer101041968,0.6983,0.6731999999999999,0.7081999999999999,0.6995,0.7019,0.69622,0.012006564870936253
686,Worship101028655,0.6803,0.6890000000000001,0.6942,0.7073999999999999,0.7234,0.69886,0.015090076209217757
687,Laptop103642806,0.5587,0.8434999999999999,0.7467,0.6905,0.7551000000000001,0.7189,0.09389253431450234
688,Inquisitor110208287,0.7626999999999999,0.8643000000000001,0.7696999999999999,0.7636,0.6325999999999999,0.75858,0.07377466773900107
689,Organelle105445668,0.2261,0.8269,0.5783,0.7223999999999999,0.6637000000000001,0.60348,0.205297154388462
690,Seven113744916,0.6291,0.6751999999999999,0.6825,0.7907,0.7759,0.71068,0.06223357293294353
691,Crewman109977178,0.7692,0.8,0.7429000000000001,0.7897,0.6972,0.7598,0.03688571539227616
692,LargeInteger113745420,0.7456999999999999,0.8643000000000001,0.8367,0.6312,0.4203,0.6996399999999999,0.1617001867655075
693,Rig104091097,0.5,0.5722,0.5303,0.45409999999999995,0.3333,0.47797999999999996,0.0819783239643261
694,Argument106648724,0.6019,0.40979999999999994,0.618,0.6379,0.45039999999999997,0.5436,0.09425011405828644
695,Mammalogist110286989,0.7151000000000001,0.7989,0.9401999999999999,0.9235,0.8835,0.8522399999999999,0.08419580987198824
696,Position105074774,0.8136,0.8495,0.9278,0.899,0.7770999999999999,0.8533999999999999,0.05483732305647315
697,Transducer104470953,0.48590000000000005,0.441,0.634,0.6139,0.5251,0.5399800000000001,0.07382008940661071
698,ClockTower103047052,0.6295000000000001,0.6081,0.6923,0.40149999999999997,0.7414000000000001,0.61456,0.11644002061147192
699,Mark105737153,0.6708,0.7934,0.39630000000000004,0.0475,0.35200000000000004,0.45200000000000007,0.261208782394467
700,Hat103497657,0.6498999999999999,0.6895,0.6779000000000001,0.6937000000000001,0.6448,0.6711600000000001,0.02018252709647633
701,Recognition106688274,0.7143,0.6308,0.4732,0.6,0.6229,0.60824,0.07781554086427724
702,Wanderer110765679,0.2636,0.5017,0.8056,0.6766,0.2489,0.49928,0.22068773776537742
703,HiredHand110176679,0.6919,0.7139,0.7525,0.7706000000000001,0.5657,0.69892,0.07215273799378649
704,Balcony102777734,0.7308,0.6667000000000001,0.6213000000000001,0.7535,0.5034000000000001,0.6551400000000001,0.0891099680170518
705,Scheme105905348,0.5114,0.4915,0.4545,0.5744,0.634,0.5331599999999999,0.06366457727810655
706,Diesel103193107,0.4143,0.48700000000000004,0.8286,0.8837,0.6696,0.65664,0.18373940894647506
707,Consortium108236438,0.6096,0.6667000000000001,0.48829999999999996,0.7317,0.45270000000000005,0.5898,0.10539442110472454
708,RootVegetable107710283,0.5534,0.49060000000000004,0.8022,0.631,0.3675,0.56894,0.14506439397729548
709,Bovid102401031,0.6238,0.5912,0.6085,0.7293000000000001,0.7763,0.66582,0.07328703568844903
710,Duration115133621,0.7287,0.7269,0.7514,0.8586,0.8081999999999999,0.7747599999999999,0.05119603890927501
